,Unnamed: 0,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerID_,OriginPlayerIDFit,DestinationPlayerID_,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount,dist,PositionFitPairScore,OneDevideDist,StdPassingBetweenPlayerCount,weight
959,1777,3,Opponent3,Opponent3_G1,Opponent3_D2,2H,1279.2472079999998,Simple pass,18,39,38.0,87.0,G,G1,13,D2,1,"(13, 1)",74,D,"('G', 'D')",331,52.0,0.5,0.019230769230769232,0.477124183006536,0.332118317412435
960,1778,3,Opponent3,Opponent3_M1,Opponent3_M2,2H,1315.6684960000002,Simple pass,66,88,74.0,92.0,M,M1,15,M2,16,"(15, 16)",153,M,"('M', 'M')",2615,8.94427190999916,1.0,0.11180339887498948,0.9934640522875817,0.7017558170541904
961,1781,3,Opponent3,Opponent3_G1,Opponent3_M3,2H,1348.746572,Hand pass,13,57,26.0,48.0,G,G1,13,M3,17,"(13, 17)",17,M,"('G', 'M')",87,15.811388300841896,0.25,0.06324555320336758,0.10457516339869281,0.13927357220068678
962,1782,3,Opponent3,Opponent3_M3,Opponent3_D2,2H,1351.098476,Simple pass,26,48,28.0,81.0,M,M3,17,D2,1,"(17, 1)",117,D,"('M', 'D')",2499,33.06055050963308,0.25,0.030247530200945175,0.7581699346405228,0.34613915494715597
963,1783,3,Opponent3,Opponent3_D2,Opponent3_M2,2H,1357.0351069999995,Simple pass,28,81,44.0,93.0,D,D2,1,M2,16,"(1, 16)",102,M,"('D', 'M')",2526,20.0,0.75,0.05,0.6601307189542484,0.48671023965141613
964,1787,3,Opponent3,Opponent3_M2,Opponent3_M1,2H,1380.6011909999993,Simple pass,43,91,57.0,87.0,M,M2,16,M1,15,"(16, 15)",136,M,"('M', 'M')",2615,14.560219778561036,1.0,0.06868028197434452,0.8823529411764706,0.6503444077169382
965,1788,3,Opponent3,Opponent3_M1,Opponent3_F2,2H,1381.1610220000002,Simple pass,57,87,68.0,56.0,M,M1,15,F2,8,"(15, 8)",63,F,"('M', 'F')",809,32.89376840679705,0.25,0.030400895015524083,0.40522875816993464,0.22854321772848624
966,1789,3,Opponent3,Opponent3_F2,Opponent3_D4,2H,1386.739383,Simple pass,78,33,89.0,28.0,F,F2,8,D4,3,"(8, 3)",20,D,"('F', 'D')",336,12.083045973594572,0.5,0.0827605888602368,0.12418300653594772,0.23564786513206148
967,1793,3,Opponent3,Opponent3_D2,Opponent3_M4,2H,1541.151385,Simple pass,61,92,66.0,79.0,D,D2,1,M4,18,"(1, 18)",78,M,"('D', 'M')",2526,13.92838827718412,0.75,0.07179581586177382,0.5032679738562091,0.4416879299059943
968,1794,3,Opponent3,Opponent3_M4,Opponent3_M1,2H,1542.4504779999993,Simple pass,66,79,61.0,71.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615,9.433981132056603,1.0,0.105999788000636,0.7973856209150327,0.6344618029718896
969,1795,3,Opponent3,Opponent3_M1,Opponent3_M3,2H,1545.047767,Simple pass,61,71,58.0,38.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615,33.13608305156178,1.0,0.030178582014172842,1.0,0.6767261940047242
970,1796,3,Opponent3,Opponent3_M3,Opponent3_D4,2H,1547.7726700000005,Simple pass,58,38,58.0,10.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499,28.0,0.25,0.03571428571428571,0.6013071895424836,0.29567382508558976
971,1797,3,Opponent3,Opponent3_D4,Opponent3_M3,2H,1551.186157,Simple pass,58,10,57.0,18.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526,8.06225774829855,0.75,0.12403473458920847,0.46405228758169936,0.4460290073903026
972,1798,3,Opponent3,Opponent3_M3,Opponent3_D1,2H,1553.1464969999995,Simple pass,57,18,39.0,37.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499,26.1725046566048,0.25,0.03820803599504351,0.738562091503268,0.34225670916610385
973,1799,3,Opponent3,Opponent3_D1,Opponent3_D3,2H,1556.6794879999998,Simple pass,39,37,36.0,35.0,D,D1,0,D3,2,"(0, 2)",99,D,"('D', 'D')",1795,3.605551275463989,1.0,0.2773500981126146,0.6405228758169934,0.6392909913098693
974,1800,3,Opponent3,Opponent3_D3,Opponent3_D1,2H,1560.1653669999994,Simple pass,36,35,31.0,46.0,D,D3,2,D1,0,"(2, 0)",89,D,"('D', 'D')",1795,12.083045973594572,1.0,0.0827605888602368,0.5751633986928104,0.552641329184349
975,1801,3,Opponent3,Opponent3_D1,Opponent3_D2,2H,1564.2969789999993,Simple pass,31,46,51.0,85.0,D,D1,0,D2,1,"(0, 1)",129,D,"('D', 'D')",1795,43.829214001622255,1.0,0.02281583237981377,0.8366013071895425,0.6198057131897854
976,1802,3,Opponent3,Opponent3_D2,Opponent3_M4,2H,1569.9960730000007,Simple pass,58,87,69.0,81.0,D,D2,1,M4,18,"(1, 18)",78,M,"('D', 'M')",2526,12.529964086141668,0.75,0.07980868844676221,0.5032679738562091,0.4443588874343238
977,1803,3,Opponent3,Opponent3_M4,Opponent3_M1,2H,1570.027467,Simple pass,69,81,61.0,65.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615,17.88854381999832,1.0,0.05590169943749474,0.7973856209150327,0.6177624401175091
978,1804,3,Opponent3,Opponent3_M1,Opponent3_F1,2H,1571.4557269999993,Simple pass,61,65,34.0,37.0,M,M1,15,F1,7,"(15, 7)",93,F,"('M', 'F')",809,38.897300677553446,0.25,0.02570872483645304,0.6013071895424836,0.2923386381263122
979,1814,3,Opponent3,Opponent3_D4,Opponent3_M3,2H,1625.520445,Simple pass,24,20,32.0,15.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526,9.433981132056603,0.75,0.105999788000636,0.46405228758169936,0.44001735852744506
980,1815,3,Opponent3,Opponent3_M3,Opponent3_D1,2H,1626.497042,Simple pass,32,15,24.0,26.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499,13.601470508735444,0.25,0.07352146220938077,0.738562091503268,0.3540278512375496
981,1816,3,Opponent3,Opponent3_D1,Opponent3_M1,2H,1627.781846,Simple pass,24,26,31.0,28.0,D,D1,0,M1,15,"(0, 15)",106,M,"('D', 'M')",2526,7.280109889280518,0.75,0.13736056394868904,0.6862745098039216,0.5245450245842035
982,1817,3,Opponent3,Opponent3_M1,Opponent3_D2,2H,1634.0852599999994,Simple pass,31,28,34.0,83.0,M,M1,15,D2,1,"(15, 1)",127,D,"('M', 'D')",2499,55.08175741568164,0.25,0.01815483105328993,0.8235294117647058,0.3638947476059986
983,1818,3,Opponent3,Opponent3_D2,Opponent3_D3,2H,1639.9294360000006,Simple pass,34,83,31.0,49.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795,34.132096331752024,1.0,0.029297936765452382,0.477124183006536,0.5021407065906628
984,1819,3,Opponent3,Opponent3_D3,Opponent3_D1,2H,1643.2589269999999,Simple pass,31,49,41.0,30.0,D,D3,2,D1,0,"(2, 0)",89,D,"('D', 'D')",1795,21.470910553583888,1.0,0.04657464328326223,0.5751633986928104,0.5405793473253575
985,1820,3,Opponent3,Opponent3_D1,Opponent3_F2,2H,1645.8688119999995,Simple pass,41,30,49.0,33.0,D,D1,0,F2,8,"(0, 8)",39,F,"('D', 'F')",607,8.54400374531753,0.5,0.11704114719613057,0.24836601307189543,0.2884690534226753
986,1821,3,Opponent3,Opponent3_F2,Opponent3_D1,2H,1647.5824679999994,Simple pass,49,33,33.0,28.0,F,F2,8,D1,0,"(8, 0)",16,D,"('F', 'D')",336,16.76305461424021,0.5,0.05965499862718936,0.09803921568627451,0.2192314047711546
987,1822,3,Opponent3,Opponent3_D1,Opponent3_D3,2H,1648.1536370000006,Simple pass,33,28,37.0,44.0,D,D1,0,D3,2,"(0, 2)",99,D,"('D', 'D')",1795,16.492422502470642,1.0,0.06063390625908324,0.6405228758169934,0.5670522606920255
988,1823,3,Opponent3,Opponent3_D3,Opponent3_D2,2H,1652.7266209999998,Simple pass,37,44,58.0,88.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795,48.75448697299562,1.0,0.02051093267690182,0.5032679738562091,0.5079263021777036
989,1834,3,Opponent3,Opponent3_D1,Opponent3_D4,2H,1695.423167,Simple pass,26,24,26.0,18.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795,6.0,1.0,0.16666666666666666,0.5098039215686274,0.5588235294117646
990,1835,3,Opponent3,Opponent3_D4,Opponent3_F2,2H,1699.6398840000006,Simple pass,26,18,37.0,22.0,D,D4,3,F2,8,"(3, 8)",29,F,"('D', 'F')",607,11.704699910719626,0.5,0.0854357657716761,0.1830065359477124,0.25614743390646283
991,1836,3,Opponent3,Opponent3_F2,Opponent3_D4,2H,1700.0812720000006,Simple pass,37,22,29.0,9.0,F,F2,8,D4,3,"(8, 3)",20,D,"('F', 'D')",336,15.264337522473747,0.5,0.06551217820804184,0.12418300653594772,0.22989839491466318
992,1837,3,Opponent3,Opponent3_D4,Opponent3_D1,2H,1702.0161289999994,Simple pass,29,9,20.0,10.0,D,D4,3,D1,0,"(3, 0)",76,D,"('D', 'D')",1795,9.055385138137417,1.0,0.11043152607484653,0.49019607843137253,0.5335425348354064
993,1838,3,Opponent3,Opponent3_D1,Opponent3_F1,2H,1705.4904690000005,High pass,20,10,59.0,16.0,D,D1,0,F1,7,"(0, 7)",37,F,"('D', 'F')",607,39.45883931389772,0.5,0.025342864042323516,0.23529411764705882,0.25354566056312744
994,1839,3,Opponent3,Opponent3_G1,Opponent3_D2,2H,1721.6560440000005,Simple pass,9,24,28.0,92.0,G,G1,13,D2,1,"(13, 1)",74,D,"('G', 'D')",331,70.60453243241541,0.5,0.014163396676512622,0.477124183006536,0.3304291932276828
995,1840,3,Opponent3,Opponent3_D2,Opponent3_D3,2H,1729.828764,Simple pass,28,92,29.0,58.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795,34.0147027033899,1.0,0.029399051601892736,0.477124183006536,0.5021744115361428
996,1841,3,Opponent3,Opponent3_D3,Opponent3_D1,2H,1733.122929,Simple pass,29,58,27.0,28.0,D,D3,2,D1,0,"(2, 0)",89,D,"('D', 'D')",1795,30.066592756745816,1.0,0.033259505261886965,0.5751633986928104,0.5361409679848991
997,1842,3,Opponent3,Opponent3_D1,Opponent3_M3,2H,1735.8037480000007,Simple pass,27,28,43.0,9.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526,24.839484696748443,0.75,0.04025848411142373,0.9477124183006536,0.5793236341373591
998,1843,3,Opponent3,Opponent3_M3,Opponent3_D4,2H,1737.634857,Simple pass,43,9,53.0,3.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499,11.661903789690601,0.25,0.08574929257125441,0.6013071895424836,0.31235216070457933
999,1844,3,Opponent3,Opponent3_D4,Opponent3_M3,2H,1739.122534,Simple pass,53,3,25.0,5.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526,28.071337695236398,0.75,0.035623524993954825,0.46405228758169936,0.41655860419188473
1000,1845,3,Opponent3,Opponent3_M3,Opponent3_M4,2H,1742.3275230000004,Simple pass,47,16,32.0,26.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615,18.027756377319946,1.0,0.05547001962252291,0.6535947712418301,0.569688263621451
1001,1846,3,Opponent3,Opponent3_M1,Opponent3_M3,2H,1746.7021720000002,Simple pass,55,49,56.0,37.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615,12.041594578792296,1.0,0.08304547985373997,1.0,0.69434849328458
1002,1848,3,Opponent3,Opponent3_D4,Opponent3_M3,2H,1860.0864760000006,Simple pass,24,14,42.0,13.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526,18.027756377319946,0.75,0.05547001962252291,0.46405228758169936,0.4231741024014074
1003,1849,3,Opponent3,Opponent3_M3,Opponent3_M1,2H,1864.884426,Simple pass,42,13,47.0,37.0,M,M3,17,M1,15,"(17, 15)",152,M,"('M', 'M')",2615,24.515301344262525,1.0,0.04079085082240021,0.9869281045751634,0.6759063184658545
1004,1850,3,Opponent3,Opponent3_M1,Opponent3_M4,2H,1867.23503,Simple pass,47,37,70.0,71.0,M,M1,15,M4,18,"(15, 18)",128,M,"('M', 'M')",2615,41.048751503547585,1.0,0.024361276856704795,0.8300653594771242,0.6181422121112763
1005,1851,3,Opponent3,Opponent3_M4,Opponent3_D4,2H,1873.5766970000006,High pass,70,71,43.0,1.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499,75.02666192761077,0.25,0.013328595119490277,0.6535947712418301,0.3056411221204401
1006,1855,3,Opponent3,Opponent3_M3,Opponent3_D1,2H,1904.9037900000005,Simple pass,22,33,24.0,24.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499,9.219544457292887,0.25,0.10846522890932808,0.738562091503268,0.36567577347086533
1007,1856,3,Opponent3,Opponent3_D1,Opponent3_M5,2H,1906.451755,Simple pass,24,24,40.0,27.0,D,D1,0,M5,19,"(0, 19)",59,M,"('D', 'M')",2526,16.278820596099706,0.75,0.06142951168339512,0.3790849673202614,0.3968381596678855
1008,1857,3,Opponent3,Opponent3_M5,Opponent3_M3,2H,1906.744665,Simple pass,40,27,28.0,33.0,M,M5,19,M3,17,"(19, 17)",62,M,"('M', 'M')",2615,13.416407864998739,1.0,0.07453559924999299,0.39869281045751637,0.49107613656916976
1009,1858,3,Opponent3,Opponent3_M3,Opponent3_M4,2H,1908.5767130000006,Simple pass,28,33,40.0,63.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615,32.31098884280702,1.0,0.030949223029508647,0.6535947712418301,0.5615146647571129
1010,1865,3,Opponent3,Opponent3_G1,Opponent3_D3,2H,1982.538525,Hand pass,12,65,21.0,69.0,G,G1,13,D3,2,"(13, 2)",63,D,"('G', 'D')",331,9.848857801796104,0.5,0.10153461651336192,0.40522875816993464,0.33558779156109886
1011,1866,3,Opponent3,Opponent3_D3,Opponent3_D2,2H,1983.2131470000006,Simple pass,21,69,25.0,87.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795,18.439088914585774,1.0,0.05423261445466404,0.5032679738562091,0.519166862770291
1012,1867,3,Opponent3,Opponent3_D2,Opponent3_D3,2H,1988.8730530000007,Simple pass,25,87,22.0,75.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795,12.36931687685298,1.0,0.08084520834544433,0.477124183006536,0.51932313045066
1013,1868,3,Opponent3,Opponent3_D3,Opponent3_D2,2H,1990.6490399999998,Simple pass,22,75,31.0,94.0,D,D3,2,D2,1,"(2, 1)",78,D,"('D', 'D')",1795,21.02379604162864,1.0,0.047565149415449405,0.5032679738562091,0.5169443744238862
1014,1869,3,Opponent3,Opponent3_D2,Opponent3_M2,2H,1995.7492840000007,Simple pass,31,94,34.0,95.0,D,D2,1,M2,16,"(1, 16)",102,M,"('D', 'M')",2526,3.1622776601683795,0.75,0.31622776601683794,0.6601307189542484,0.5754528283236954
1015,1870,3,Opponent3,Opponent3_M2,Opponent3_D2,2H,1995.785382,Simple pass,34,95,24.0,93.0,M,M2,16,D2,1,"(16, 1)",107,D,"('M', 'D')",2499,10.198039027185569,0.25,0.09805806756909202,0.6928104575163399,0.3469561750284773
1016,1871,3,Opponent3,Opponent3_D2,Opponent3_D3,2H,1997.1286630000006,Simple pass,24,93,20.0,86.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795,8.06225774829855,1.0,0.12403473458920847,0.477124183006536,0.5337196391985815
1017,1872,3,Opponent3,Opponent3_D3,Opponent3_G1,2H,2002.5930580000006,Simple pass,20,86,13.0,53.0,D,D3,2,G1,13,"(2, 13)",84,G,"('D', 'G')",383,33.734255586866,0.5,0.02964345833643761,0.5424836601307189,0.35737570615571884
1018,1873,3,Opponent3,Opponent3_G1,Opponent3_D1,2H,2006.571991,Simple pass,13,53,31.0,5.0,G,G1,13,D1,0,"(13, 0)",72,D,"('G', 'D')",331,51.264022471905186,0.5,0.01950685786602176,0.46405228758169936,0.3278530484825737
1019,1879,3,Opponent3,Opponent3_F3,Opponent3_M4,2H,2059.275368,Simple pass,65,55,90.0,73.0,F,F3,9,M4,18,"(9, 18)",18,M,"('F', 'M')",680,30.805843601498726,0.75,0.032461373658059775,0.1111111111111111,0.29785749492305696
1020,1880,3,Opponent3,Opponent3_M4,Opponent3_M5,2H,2063.507336,Simple pass,90,73,84.0,52.0,M,M4,18,M5,19,"(18, 19)",53,M,"('M', 'M')",2615,21.840329667841555,1.0,0.04578685464956301,0.33986928104575165,0.4618853785651048
1021,1881,3,Opponent3,Opponent3_M4,Opponent3_M2,2H,2070.624475,Simple pass,74,83,69.0,94.0,M,M4,18,M2,16,"(18, 16)",59,M,"('M', 'M')",2615,12.083045973594572,1.0,0.0827605888602368,0.3790849673202614,0.48728185206016605
1022,1882,3,Opponent3,Opponent3_M2,Opponent3_M3,2H,2072.524194,Simple pass,69,94,82.0,61.0,M,M2,16,M3,17,"(16, 17)",127,M,"('M', 'M')",2615,35.4682957019364,1.0,0.028194193721730047,0.8235294117647058,0.6172412018288119
1023,1883,3,Opponent3,Opponent3_M3,Opponent3_M5,2H,2078.10614,Simple pass,82,61,77.0,49.0,M,M3,17,M5,19,"(17, 19)",60,M,"('M', 'M')",2615,13.0,1.0,0.07692307692307693,0.38562091503267976,0.48751466398525223
1024,1884,3,Opponent3,Opponent3_M5,Opponent3_M3,2H,2079.884759,Simple pass,77,49,80.0,64.0,M,M5,19,M3,17,"(19, 17)",62,M,"('M', 'M')",2615,15.297058540778355,1.0,0.06537204504606134,0.39869281045751637,0.4880216185011925
1025,1885,3,Opponent3,Opponent3_M3,Opponent3_M1,2H,2183.064209,High pass,55,45,83.0,14.0,M,M3,17,M1,15,"(17, 15)",152,M,"('M', 'M')",2615,41.773197148410844,1.0,0.023938794927456073,0.9869281045751634,0.6702889665008731
1026,1886,3,Opponent3,Opponent3_M1,Opponent3_D4,2H,2189.861034,Simple pass,86,5,83.0,10.0,M,M1,15,D4,3,"(15, 3)",112,D,"('M', 'D')",2499,5.830951894845301,0.25,0.17149858514250882,0.7254901960784313,0.3823295937403134
1027,1887,3,Opponent3,Opponent3_M3,Opponent3_M4,2H,2198.697343,Simple pass,74,85,90.0,87.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615,16.1245154965971,1.0,0.062017367294604234,0.6535947712418301,0.5718707128454781
1028,1888,3,Opponent3,Opponent3_M4,Opponent3_D2,2H,2205.480122,Simple pass,90,87,80.0,75.0,M,M4,18,D2,1,"(18, 1)",69,D,"('M', 'D')",2499,15.620499351813308,0.25,0.06401843996644799,0.4444444444444444,0.2528209614702975
1029,1889,3,Opponent3,Opponent3_M5,Opponent3_D3,2H,2214.66028,Simple pass,76,55,62.0,45.0,M,M5,19,D3,2,"(19, 2)",49,D,"('M', 'D')",2499,17.204650534085253,0.25,0.05812381937190964,0.3137254901960784,0.20728310318932935
1030,1890,3,Opponent3,Opponent3_D3,Opponent3_D4,2H,2219.428148,Simple pass,62,45,74.0,10.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795,37.0,1.0,0.02702702702702703,0.7320261437908496,0.5863510569392922
1031,1891,3,Opponent3,Opponent3_D4,Opponent3_M5,2H,2222.8998690000008,Simple pass,74,10,85.0,10.0,D,D4,3,M5,19,"(3, 19)",56,M,"('D', 'M')",2526,11.0,0.75,0.09090909090909091,0.35947712418300654,0.40012873836403245
1032,1892,3,Opponent3,Opponent3_M5,Opponent3_M1,2H,2295.880278,Simple pass,43,12,49.0,12.0,M,M5,19,M1,15,"(19, 15)",67,M,"('M', 'M')",2615,6.0,1.0,0.16666666666666666,0.43137254901960786,0.5326797385620914
1033,1898,3,Opponent3,Opponent3_M5,Opponent3_M1,2H,2397.5737230000004,Head pass,57,10,65.0,8.0,M,M5,19,M1,15,"(19, 15)",67,M,"('M', 'M')",2615,8.246211251235321,1.0,0.12126781251816648,0.43137254901960786,0.5175467871792581
1034,1899,3,Opponent3,Opponent3_M1,Opponent3_F3,2H,2399.210865,Simple pass,65,8,84.0,22.0,M,M1,15,F3,9,"(15, 9)",40,F,"('M', 'F')",809,23.600847442411894,0.25,0.042371359860703575,0.2549019607843137,0.18242444021500576
1035,1900,3,Opponent3,Opponent3_M4,Opponent3_D4,2H,2412.34407,Simple pass,91,75,81.0,71.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499,10.770329614269007,0.25,0.09284766908852593,0.6535947712418301,0.33214748011011863
1036,1901,3,Opponent3,Opponent3_M3,Opponent3_D2,2H,2453.629489,Simple pass,66,23,56.0,55.0,M,M3,17,D2,1,"(17, 1)",117,D,"('M', 'D')",2499,33.52610922848042,0.25,0.02982749931359468,0.7581699346405228,0.3459991446513725
1037,1902,3,Opponent3,Opponent3_D2,Opponent3_D3,2H,2456.135184,Simple pass,56,55,74.0,72.0,D,D2,1,D3,2,"(1, 2)",74,D,"('D', 'D')",1795,24.758836806279895,1.0,0.04038961958610097,0.477124183006536,0.5058379341975456
1038,1903,3,Opponent3,Opponent3_D3,Opponent3_M2,2H,2461.975886,Simple pass,77,79,91.0,90.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526,17.804493814764857,0.75,0.05616559563017304,0.477124183006536,0.4277632595455697
1039,1908,3,Opponent3,Opponent3_G1,Opponent3_M1,2H,2623.815164,Hand pass,13,57,57.0,93.0,G,G1,13,M1,15,"(13, 15)",17,M,"('G', 'M')",87,56.85068161420758,0.25,0.017589938618257295,0.10457516339869281,0.12405503400565003
1040,1909,3,Opponent3,Opponent3_M1,Opponent3_F3,2H,2627.770942,Simple pass,57,93,36.0,26.0,M,M1,15,F3,9,"(15, 9)",40,F,"('M', 'F')",809,70.21395872616783,0.25,0.014242182297397127,0.2549019607843137,0.17304804769390358
1041,1910,3,Opponent3,Opponent3_D5,Opponent3_D3,2H,2644.038992,Simple pass,39,93,53.0,80.0,D,D5,4,D3,2,"(4, 2)",35,D,"('D', 'D')",1795,19.1049731745428,1.0,0.052342392259021375,0.2222222222222222,0.42485487149374784
1042,1911,3,Opponent3,Opponent3_D3,Opponent3_M1,2H,2647.242334,Simple pass,53,80,56.0,95.0,D,D3,2,M1,15,"(2, 15)",90,M,"('D', 'M')",2526,15.297058540778355,0.75,0.06537204504606134,0.5816993464052288,0.4656904638170967
1043,1912,3,Opponent3,Opponent3_M1,Opponent3_M5,2H,2649.426818,Simple pass,56,95,45.0,42.0,M,M1,15,M5,19,"(15, 19)",81,M,"('M', 'M')",2615,54.12947441089743,1.0,0.01847422334842916,0.5228758169934641,0.5137833467806311
1044,1913,3,Opponent3,Opponent3_M5,Opponent3_D4,2H,2652.529167,Simple pass,45,42,62.0,6.0,M,M5,19,D4,3,"(19, 3)",60,D,"('M', 'D')",2499,39.81205847478876,0.25,0.025118017965166415,0.38562091503267976,0.22024631099928205
1045,1914,3,Opponent3,Opponent3_D4,Opponent3_M5,2H,2656.237249,Simple pass,62,6,41.0,29.0,D,D4,3,M5,19,"(3, 19)",56,M,"('D', 'M')",2526,31.144823004794873,0.75,0.03210806495339678,0.35947712418300654,0.3805283963788011
1046,1915,3,Opponent3,Opponent3_M5,Opponent3_D1,2H,2660.581252,Simple pass,41,29,33.0,22.0,M,M5,19,D1,0,"(19, 0)",66,D,"('M', 'D')",2499,10.63014581273465,0.25,0.09407208683835973,0.42483660130718953,0.2563028960485164
1047,1916,3,Opponent3,Opponent3_D1,Opponent3_G1,2H,2662.595825000001,Simple pass,33,22,20.0,40.0,D,D1,0,G1,13,"(0, 13)",85,G,"('D', 'G')",383,22.20360331117452,0.5,0.04503773491110449,0.5490196078431373,0.36468578091808057
1048,1917,3,Opponent3,Opponent3_G1,Opponent3_F3,2H,2668.7204730000008,Launch,20,40,70.0,56.0,G,G1,13,F3,9,"(13, 9)",10,F,"('G', 'F')",73,52.49761899362675,0.125,0.01904848294398648,0.058823529411764705,0.06762400411858373
1049,1918,3,Opponent3,Opponent3_F3,Opponent3_M4,2H,2674.9967640000004,Simple pass,77,42,72.0,53.0,F,F3,9,M4,18,"(9, 18)",18,M,"('F', 'M')",680,12.083045973594572,0.75,0.0827605888602368,0.1111111111111111,0.3146238999904493
1050,1921,3,Opponent3,Opponent3_M3,Opponent3_M1,2H,2693.638357,Simple pass,33,56,45.0,74.0,M,M3,17,M1,15,"(17, 15)",152,M,"('M', 'M')",2615,21.633307652783937,1.0,0.046225016352102424,0.9869281045751634,0.6777177069757552
1051,1922,3,Opponent3,Opponent3_M1,Opponent3_M3,2H,2696.9648660000007,Simple pass,45,74,57.0,66.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615,14.422205101855956,1.0,0.06933752452815364,1.0,0.6897791748427178
1052,1923,3,Opponent3,Opponent3_M3,Opponent3_M4,2H,2706.461003000001,Simple pass,57,66,54.0,54.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615,12.36931687685298,1.0,0.08084520834544433,0.6535947712418301,0.5781466598624247
1053,1924,3,Opponent3,Opponent3_M4,Opponent3_M5,2H,2716.1046290000004,Simple pass,50,51,57.0,33.0,M,M4,18,M5,19,"(18, 19)",53,M,"('M', 'M')",2615,19.313207915827967,1.0,0.05177803730784977,0.33986928104575165,0.46388243945120045
1054,1925,3,Opponent3,Opponent3_M5,Opponent3_D1,2H,2721.406535,Simple pass,57,33,38.0,24.0,M,M5,19,D1,0,"(19, 0)",66,D,"('M', 'D')",2499,21.02379604162864,0.25,0.047565149415449405,0.42483660130718953,0.24080058357421297
1055,1926,3,Opponent3,Opponent3_D1,Opponent3_D3,2H,2724.9008910000002,Simple pass,38,24,34.0,44.0,D,D1,0,D3,2,"(0, 2)",99,D,"('D', 'D')",1795,20.396078054371138,1.0,0.04902903378454601,0.6405228758169934,0.5631839698671798
1056,1927,3,Opponent3,Opponent3_D3,Opponent3_D5,2H,2726.703666000001,Simple pass,34,44,32.0,79.0,D,D3,2,D5,4,"(2, 4)",44,D,"('D', 'D')",1795,35.05709628591621,1.0,0.028524895269256473,0.28104575163398693,0.43652354896774775
1057,1928,3,Opponent3,Opponent3_D5,Opponent3_M3,2H,2731.054747,Simple pass,32,79,44.0,69.0,D,D5,4,M3,17,"(4, 17)",53,M,"('D', 'M')",2526,15.620499351813308,0.75,0.06401843996644799,0.33986928104575165,0.38462924033739987
1058,1929,3,Opponent3,Opponent3_M3,Opponent3_D5,2H,2732.519759,Simple pass,44,69,34.0,77.0,M,M3,17,D5,4,"(17, 4)",55,D,"('M', 'D')",2499,12.806248474865697,0.25,0.07808688094430304,0.35294117647058826,0.2270093524716304
1059,1930,3,Opponent3,Opponent3_D5,Opponent3_M3,2H,2734.212352,Simple pass,34,77,56.0,65.0,D,D5,4,M3,17,"(4, 17)",53,M,"('D', 'M')",2526,25.059928172283335,0.75,0.03990434422338111,0.33986928104575165,0.3765912084230443
1060,1931,3,Opponent3,Opponent3_M3,Opponent3_M1,2H,2736.512836,Simple pass,56,65,65.0,47.0,M,M3,17,M1,15,"(17, 15)",152,M,"('M', 'M')",2615,20.12461179749811,1.0,0.049690399499995326,0.9869281045751634,0.6788728346917196
