,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerIDFit,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
5200,9,Huskies,Huskies_M1,Huskies_D7,1H,307.960125,Simple pass,70,71,64.0,93.0,M,17,7,"(17, 7)",70,D,"('M', 'D')",1668
5201,9,Huskies,Huskies_F2,Huskies_D2,1H,327.143812,Simple pass,54,45,46.0,52.0,F,11,2,"(11, 2)",33,D,"('F', 'D')",655
5202,9,Huskies,Huskies_D2,Huskies_D3,1H,330.047671,Simple pass,46,52,48.0,32.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
5203,9,Huskies,Huskies_D3,Huskies_D4,1H,334.403594,Simple pass,48,32,65.0,12.0,D,3,4,"(3, 4)",59,D,"('D', 'D')",1478
5204,9,Huskies,Huskies_D4,Huskies_F2,1H,337.7025,Simple pass,65,12,74.0,34.0,D,4,11,"(4, 11)",66,F,"('D', 'F')",999
5205,9,Huskies,Huskies_D3,Huskies_F2,1H,360.039132,Simple pass,60,24,69.0,60.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
5206,9,Huskies,Huskies_F2,Huskies_D1,1H,361.695731,Simple pass,69,60,56.0,75.0,F,11,0,"(11, 0)",55,D,"('F', 'D')",655
5207,9,Huskies,Huskies_D1,Huskies_D7,1H,365.9617970000001,High pass,56,75,80.0,97.0,D,0,7,"(0, 7)",34,D,"('D', 'D')",1478
5217,9,Huskies,Huskies_D1,Huskies_D2,1H,495.1654180000001,Simple pass,41,73,43.0,67.0,D,0,2,"(0, 2)",59,D,"('D', 'D')",1478
5218,9,Huskies,Huskies_D2,Huskies_D1,1H,497.47312900000003,Simple pass,43,67,38.0,86.0,D,2,0,"(2, 0)",62,D,"('D', 'D')",1478
5219,9,Huskies,Huskies_D1,Huskies_D7,1H,499.701592,Simple pass,38,86,61.0,92.0,D,0,7,"(0, 7)",34,D,"('D', 'D')",1478
5220,9,Huskies,Huskies_D7,Huskies_D1,1H,504.225923,Simple pass,56,93,35.0,77.0,D,7,0,"(7, 0)",18,D,"('D', 'D')",1478
5221,9,Huskies,Huskies_D1,Huskies_G1,1H,506.602987,Simple pass,35,77,14.0,55.0,D,0,16,"(0, 16)",107,G,"('D', 'G')",443
5234,9,Huskies,Huskies_F1,Huskies_M9,1H,604.1693740000001,Head pass,74,98,66.0,73.0,F,10,29,"(10, 29)",3,M,"('F', 'M')",699
5235,9,Huskies,Huskies_M9,Huskies_M1,1H,606.5611610000001,Simple pass,66,73,61.0,75.0,M,29,17,"(29, 17)",11,M,"('M', 'M')",1301
5236,9,Huskies,Huskies_M1,Huskies_F2,1H,607.2381190000001,Simple pass,61,75,65.0,75.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
5237,9,Huskies,Huskies_F2,Huskies_M9,1H,608.122388,Simple pass,65,75,69.0,72.0,F,11,29,"(11, 29)",15,M,"('F', 'M')",699
5241,9,Huskies,Huskies_M9,Huskies_D7,1H,655.7345889999999,Simple pass,65,76,83.0,94.0,M,29,7,"(29, 7)",7,D,"('M', 'D')",1668
5260,9,Huskies,Huskies_F1,Huskies_M9,1H,861.3654879999998,Simple pass,47,47,47.0,46.0,F,10,29,"(10, 29)",3,M,"('F', 'M')",699
5261,9,Huskies,Huskies_M9,Huskies_F2,1H,864.6406619999999,Simple pass,69,40,71.0,61.0,M,29,11,"(29, 11)",9,F,"('M', 'F')",849
5262,9,Huskies,Huskies_F2,Huskies_F1,1H,867.2287590000002,High pass,71,61,92.0,34.0,F,11,10,"(11, 10)",30,F,"('F', 'F')",299
5267,9,Huskies,Huskies_D3,Huskies_M6,1H,968.105555,Simple pass,28,34,35.0,32.0,D,3,26,"(3, 26)",23,M,"('D', 'M')",1520
5268,9,Huskies,Huskies_G1,Huskies_F1,1H,991.635565,High pass,15,54,65.0,75.0,G,16,10,"(16, 10)",77,F,"('G', 'F')",133
5269,9,Huskies,Huskies_F1,Huskies_F2,1H,992.654383,Head pass,65,75,69.0,69.0,F,10,11,"(10, 11)",27,F,"('F', 'F')",299
5316,9,Huskies,Huskies_D7,Huskies_F2,1H,1264.195514,Simple pass,60,80,75.0,89.0,D,7,11,"(7, 11)",29,F,"('D', 'F')",999
5317,9,Huskies,Huskies_M6,Huskies_F2,1H,1269.471514,Simple pass,69,67,96.0,88.0,M,26,11,"(26, 11)",52,F,"('M', 'F')",849
5318,9,Huskies,Huskies_F2,Huskies_D4,1H,1272.689663,Cross,96,88,91.0,29.0,F,11,4,"(11, 4)",64,D,"('F', 'D')",655
5319,9,Huskies,Huskies_M6,Huskies_D4,1H,1283.415583,Simple pass,70,41,91.0,12.0,M,26,4,"(26, 4)",50,D,"('M', 'D')",1668
5320,9,Huskies,Huskies_D4,Huskies_F1,1H,1286.183827,Cross,91,12,95.0,45.0,D,4,10,"(4, 10)",25,F,"('D', 'F')",999
5321,9,Huskies,Huskies_M6,Huskies_D4,1H,1316.810223,Simple pass,71,7,53.0,0.0,M,26,4,"(26, 4)",50,D,"('M', 'D')",1668
5322,9,Huskies,Huskies_D3,Huskies_D2,1H,1331.3544789999999,Simple pass,28,12,30.0,59.0,D,3,2,"(3, 2)",35,D,"('D', 'D')",1478
5323,9,Huskies,Huskies_D2,Huskies_G1,1H,1335.379134,Simple pass,30,59,10.0,49.0,D,2,16,"(2, 16)",62,G,"('D', 'G')",443
5336,9,Huskies,Huskies_M1,Huskies_M9,1H,1384.897467,Simple pass,30,69,46.0,47.0,M,17,29,"(17, 29)",10,M,"('M', 'M')",1301
5339,9,Huskies,Huskies_M1,Huskies_M6,1H,1406.459591,Simple pass,69,52,68.0,29.0,M,17,26,"(17, 26)",77,M,"('M', 'M')",1301
5341,9,Huskies,Huskies_D7,Huskies_D3,1H,1474.90425,Simple pass,54,75,45.0,52.0,D,7,3,"(7, 3)",12,D,"('D', 'D')",1478
5342,9,Huskies,Huskies_D3,Huskies_G1,1H,1478.4832509999999,Simple pass,45,52,19.0,46.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
5343,9,Huskies,Huskies_F2,Huskies_D1,1H,1505.632079,Simple pass,72,86,58.0,79.0,F,11,0,"(11, 0)",55,D,"('F', 'D')",655
5344,9,Huskies,Huskies_D1,Huskies_D3,1H,1508.386341,Simple pass,58,79,54.0,45.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
5347,9,Huskies,Huskies_M1,Huskies_M9,1H,1540.337609,Simple pass,67,62,72.0,65.0,M,17,29,"(17, 29)",10,M,"('M', 'M')",1301
5348,9,Huskies,Huskies_M9,Huskies_D7,1H,1541.722448,Simple pass,72,65,68.0,92.0,M,29,7,"(29, 7)",7,D,"('M', 'D')",1668
5349,9,Huskies,Huskies_D7,Huskies_F2,1H,1542.9184460000001,Simple pass,68,92,77.0,91.0,D,7,11,"(7, 11)",29,F,"('D', 'F')",999
5350,9,Huskies,Huskies_F2,Huskies_M9,1H,1545.002262,Simple pass,77,91,76.0,84.0,F,11,29,"(11, 29)",15,M,"('F', 'M')",699
5351,9,Huskies,Huskies_M9,Huskies_F2,1H,1548.025431,Simple pass,76,84,74.0,90.0,M,29,11,"(29, 11)",9,F,"('M', 'F')",849
5352,9,Huskies,Huskies_F2,Huskies_F1,1H,1550.74135,Cross,74,90,89.0,57.0,F,11,10,"(11, 10)",30,F,"('F', 'F')",299
5353,9,Huskies,Huskies_D2,Huskies_F2,1H,1571.519061,Simple pass,63,71,70.0,76.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
5360,9,Huskies,Huskies_D2,Huskies_M9,1H,1587.629434,Head pass,32,66,41.0,79.0,D,2,29,"(2, 29)",5,M,"('D', 'M')",1520
5383,9,Huskies,Huskies_M9,Huskies_D7,1H,1770.7488850000002,Simple pass,58,74,51.0,93.0,M,29,7,"(29, 7)",7,D,"('M', 'D')",1668
5388,9,Huskies,Huskies_M6,Huskies_M9,1H,1796.7960260000002,Simple pass,30,60,44.0,71.0,M,26,29,"(26, 29)",15,M,"('M', 'M')",1301
5389,9,Huskies,Huskies_M9,Huskies_D7,1H,1802.2698079999998,Simple pass,44,71,37.0,83.0,M,29,7,"(29, 7)",7,D,"('M', 'D')",1668
5390,9,Huskies,Huskies_D7,Huskies_F1,1H,1805.262839,Simple pass,37,83,50.0,74.0,D,7,10,"(7, 10)",36,F,"('D', 'F')",999
5391,9,Huskies,Huskies_F1,Huskies_F2,1H,1808.4690469999998,Simple pass,50,74,56.0,54.0,F,10,11,"(10, 11)",27,F,"('F', 'F')",299
5392,9,Huskies,Huskies_G1,Huskies_F1,1H,1890.301904,Launch,14,47,75.0,76.0,G,16,10,"(16, 10)",77,F,"('G', 'F')",133
5393,9,Huskies,Huskies_D7,Huskies_M9,1H,1903.467623,Simple pass,66,79,67.0,56.0,D,7,29,"(7, 29)",5,M,"('D', 'M')",1520
5394,9,Huskies,Huskies_M9,Huskies_D3,1H,1905.445029,Simple pass,67,56,56.0,45.0,M,29,3,"(29, 3)",4,D,"('M', 'D')",1668
5395,9,Huskies,Huskies_D3,Huskies_D4,1H,1906.498242,Simple pass,56,45,62.0,10.0,D,3,4,"(3, 4)",59,D,"('D', 'D')",1478
5415,9,Huskies,Huskies_M1,Huskies_D7,1H,2045.87654,Simple pass,13,40,14.0,57.0,M,17,7,"(17, 7)",70,D,"('M', 'D')",1668
5437,9,Huskies,Huskies_G1,Huskies_F1,1H,2210.306295,High pass,16,47,68.0,94.0,G,16,10,"(16, 10)",77,F,"('G', 'F')",133
5438,9,Huskies,Huskies_D7,Huskies_D3,1H,2224.840099,Simple pass,43,81,32.0,31.0,D,7,3,"(7, 3)",12,D,"('D', 'D')",1478
5439,9,Huskies,Huskies_D3,Huskies_G1,1H,2227.956531,Simple pass,32,31,21.0,46.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
5451,9,Huskies,Huskies_F2,Huskies_D7,1H,2281.258276,Simple pass,24,81,25.0,95.0,F,11,7,"(11, 7)",32,D,"('F', 'D')",655
5473,9,Huskies,Huskies_D4,Huskies_M1,1H,2471.821195,Simple pass,15,38,32.0,65.0,D,4,17,"(4, 17)",62,M,"('D', 'M')",1520
5474,9,Huskies,Huskies_M1,Huskies_D2,1H,2473.256947,Simple pass,32,65,26.0,59.0,M,17,2,"(17, 2)",63,D,"('M', 'D')",1668
5475,9,Huskies,Huskies_D2,Huskies_M6,1H,2474.261109,Simple pass,26,59,40.0,34.0,D,2,26,"(2, 26)",12,M,"('D', 'M')",1520
5476,9,Huskies,Huskies_M6,Huskies_M9,1H,2475.9804670000003,Simple pass,40,34,37.0,40.0,M,26,29,"(26, 29)",15,M,"('M', 'M')",1301
5477,9,Huskies,Huskies_M9,Huskies_M6,1H,2476.647502,Simple pass,37,40,35.0,29.0,M,29,26,"(29, 26)",15,M,"('M', 'M')",1301
5478,9,Huskies,Huskies_M6,Huskies_F2,1H,2478.666651,Simple pass,35,29,48.0,27.0,M,26,11,"(26, 11)",52,F,"('M', 'F')",849
5490,9,Huskies,Huskies_M9,Huskies_M1,1H,2614.136914,Head pass,21,52,30.0,60.0,M,29,17,"(29, 17)",11,M,"('M', 'M')",1301
5491,9,Huskies,Huskies_G1,Huskies_D3,1H,2629.971606,Hand pass,12,44,27.0,14.0,G,16,3,"(16, 3)",49,D,"('G', 'D')",257
5492,9,Huskies,Huskies_D3,Huskies_D4,1H,2634.6384350000003,Simple pass,27,14,31.0,0.0,D,3,4,"(3, 4)",59,D,"('D', 'D')",1478
5494,9,Huskies,Huskies_D1,Huskies_F2,1H,2641.403288,Simple pass,26,65,51.0,56.0,D,0,11,"(0, 11)",49,F,"('D', 'F')",999
5495,9,Huskies,Huskies_F2,Huskies_M9,1H,2642.800731,Simple pass,51,56,43.0,53.0,F,11,29,"(11, 29)",15,M,"('F', 'M')",699
5509,9,Huskies,Huskies_M9,Huskies_M6,1H,2689.5993940000003,Simple pass,31,57,25.0,41.0,M,29,26,"(29, 26)",15,M,"('M', 'M')",1301
5524,9,Huskies,Huskies_F2,Huskies_D3,2H,0.8387990000001082,Simple pass,49,50,28.0,41.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
5529,9,Huskies,Huskies_G1,Huskies_D4,2H,211.96969600000008,High pass,13,32,67.0,6.0,G,16,4,"(16, 4)",14,D,"('G', 'D')",257
5550,9,Huskies,Huskies_D1,Huskies_D3,2H,372.13728899999984,Head pass,21,63,23.0,38.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
5551,9,Huskies,Huskies_F2,Huskies_M6,2H,378.7057770000001,Simple pass,46,46,69.0,50.0,F,11,26,"(11, 26)",58,M,"('F', 'M')",699
5552,9,Huskies,Huskies_M6,Huskies_D7,2H,381.2314430000001,Simple pass,69,50,68.0,94.0,M,26,7,"(26, 7)",20,D,"('M', 'D')",1668
5554,9,Huskies,Huskies_D4,Huskies_D3,2H,396.03115100000014,Simple pass,43,7,29.0,20.0,D,4,3,"(4, 3)",35,D,"('D', 'D')",1478
5555,9,Huskies,Huskies_D1,Huskies_D7,2H,404.7832899999999,Simple pass,26,73,31.0,100.0,D,0,7,"(0, 7)",34,D,"('D', 'D')",1478
5557,9,Huskies,Huskies_D7,Huskies_M4,2H,430.1155939999999,Simple pass,35,75,32.0,61.0,D,7,24,"(7, 24)",32,M,"('D', 'M')",1520
5558,9,Huskies,Huskies_M4,Huskies_F2,2H,430.82198699999987,Simple pass,32,61,42.0,66.0,M,24,11,"(24, 11)",50,F,"('M', 'F')",849
5559,9,Huskies,Huskies_F2,Huskies_M1,2H,431.55105999999984,Simple pass,42,66,61.0,75.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
5560,9,Huskies,Huskies_M1,Huskies_M6,2H,433.8833989999998,Simple pass,61,75,66.0,55.0,M,17,26,"(17, 26)",77,M,"('M', 'M')",1301
5561,9,Huskies,Huskies_M6,Huskies_F1,2H,434.8782529999999,Simple pass,66,55,69.0,60.0,M,26,10,"(26, 10)",40,F,"('M', 'F')",849
5570,9,Huskies,Huskies_M1,Huskies_M9,2H,560.670294,Simple pass,42,77,39.0,85.0,M,17,29,"(17, 29)",10,M,"('M', 'M')",1301
5571,9,Huskies,Huskies_M9,Huskies_D1,2H,562.7297309999999,Simple pass,39,85,30.0,67.0,M,29,0,"(29, 0)",4,D,"('M', 'D')",1668
5572,9,Huskies,Huskies_D1,Huskies_F2,2H,565.4814649999997,Simple pass,30,67,48.0,49.0,D,0,11,"(0, 11)",49,F,"('D', 'F')",999
5583,9,Huskies,Huskies_M4,Huskies_F1,2H,683.6231379999998,Simple pass,92,27,86.0,25.0,M,24,10,"(24, 10)",20,F,"('M', 'F')",849
5584,9,Huskies,Huskies_D1,Huskies_D3,2H,719.302956,Simple pass,25,68,26.0,43.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
5585,9,Huskies,Huskies_D3,Huskies_M4,2H,722.6129040000002,Simple pass,26,43,34.0,54.0,D,3,24,"(3, 24)",30,M,"('D', 'M')",1520
5586,9,Huskies,Huskies_M4,Huskies_F1,2H,725.4442769999999,High pass,34,54,70.0,49.0,M,24,10,"(24, 10)",20,F,"('M', 'F')",849
5590,9,Huskies,Huskies_D1,Huskies_M4,2H,740.9184230000002,Head pass,37,86,47.0,52.0,D,0,24,"(0, 24)",26,M,"('D', 'M')",1520
5592,9,Huskies,Huskies_M4,Huskies_M9,2H,755.5012539999997,Simple pass,31,92,35.0,89.0,M,24,29,"(24, 29)",5,M,"('M', 'M')",1301
5593,9,Huskies,Huskies_M9,Huskies_D4,2H,761.0495609999997,Simple pass,32,41,29.0,14.0,M,29,4,"(29, 4)",10,D,"('M', 'D')",1668
5594,9,Huskies,Huskies_D4,Huskies_D3,2H,766.6590219999997,Simple pass,29,14,26.0,32.0,D,4,3,"(4, 3)",35,D,"('D', 'D')",1478
5595,9,Huskies,Huskies_D3,Huskies_M1,2H,769.1216260000001,Simple pass,26,32,31.0,44.0,D,3,17,"(3, 17)",47,M,"('D', 'M')",1520
5596,9,Huskies,Huskies_M1,Huskies_D3,2H,769.819692,Simple pass,31,44,31.0,33.0,M,17,3,"(17, 3)",60,D,"('M', 'D')",1668
5597,9,Huskies,Huskies_D3,Huskies_D1,2H,771.1719159999997,Simple pass,31,33,28.0,64.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
5598,9,Huskies,Huskies_D1,Huskies_D7,2H,773.5449150000001,Simple pass,28,64,47.0,91.0,D,0,7,"(0, 7)",34,D,"('D', 'D')",1478
5599,9,Huskies,Huskies_D7,Huskies_M4,2H,776.2866190000001,Simple pass,47,91,40.0,76.0,D,7,24,"(7, 24)",32,M,"('D', 'M')",1520
5600,9,Huskies,Huskies_M4,Huskies_D1,2H,778.0898459999999,Simple pass,40,76,25.0,63.0,M,24,0,"(24, 0)",30,D,"('M', 'D')",1668
5601,9,Huskies,Huskies_D1,Huskies_D3,2H,779.985267,Simple pass,25,63,35.0,34.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
5602,9,Huskies,Huskies_D3,Huskies_M6,2H,782.3517940000003,Simple pass,35,34,54.0,48.0,D,3,26,"(3, 26)",23,M,"('D', 'M')",1520
5603,9,Huskies,Huskies_M6,Huskies_F1,2H,785.0241040000002,Smart pass,54,48,73.0,59.0,M,26,10,"(26, 10)",40,F,"('M', 'F')",849
5607,9,Huskies,Huskies_F2,Huskies_D7,2H,805.8117769999999,Simple pass,27,31,22.0,62.0,F,11,7,"(11, 7)",32,D,"('F', 'D')",655
5608,9,Huskies,Huskies_D7,Huskies_M1,2H,1002.735948,Head pass,80,94,73.0,84.0,D,7,17,"(7, 17)",49,M,"('D', 'M')",1520
5609,9,Huskies,Huskies_M1,Huskies_F2,2H,1004.206628,Simple pass,73,84,84.0,84.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
5613,9,Huskies,Huskies_M4,Huskies_M9,2H,1110.7165599999996,Head pass,52,74,71.0,91.0,M,24,29,"(24, 29)",5,M,"('M', 'M')",1301
5614,9,Huskies,Huskies_M9,Huskies_F1,2H,1114.536072,Simple pass,71,91,91.0,95.0,M,29,10,"(29, 10)",4,F,"('M', 'F')",849
5615,9,Huskies,Huskies_F1,Huskies_M6,2H,1119.7460720000001,Cross,91,95,88.0,30.0,F,10,26,"(10, 26)",27,M,"('F', 'M')",699
5620,9,Huskies,Huskies_D4,Huskies_F1,2H,1189.3311940000006,Launch,27,7,59.0,28.0,D,4,10,"(4, 10)",25,F,"('D', 'F')",999
5621,9,Huskies,Huskies_M4,Huskies_D1,2H,1255.217291,Simple pass,59,34,55.0,39.0,M,24,0,"(24, 0)",30,D,"('M', 'D')",1668
5622,9,Huskies,Huskies_D1,Huskies_D3,2H,1256.486994,Simple pass,55,39,44.0,19.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
5623,9,Huskies,Huskies_D3,Huskies_G1,2H,1258.7300100000002,Simple pass,44,19,25.0,42.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
5625,9,Huskies,Huskies_D7,Huskies_G1,2H,1302.6649340000004,Simple pass,27,80,21.0,44.0,D,7,16,"(7, 16)",31,G,"('D', 'G')",443
5626,9,Huskies,Huskies_G1,Huskies_D3,2H,1305.5351640000001,Simple pass,21,44,30.0,27.0,G,16,3,"(16, 3)",49,D,"('G', 'D')",257
5627,9,Huskies,Huskies_D3,Huskies_D4,2H,1307.9064079999996,Simple pass,30,27,41.0,4.0,D,3,4,"(3, 4)",59,D,"('D', 'D')",1478
5628,9,Huskies,Huskies_D4,Huskies_F2,2H,1311.5552909999994,Simple pass,41,4,64.0,26.0,D,4,11,"(4, 11)",66,F,"('D', 'F')",999
5629,9,Huskies,Huskies_D4,Huskies_M4,2H,1344.2934020000002,Head pass,58,7,37.0,32.0,D,4,24,"(4, 24)",33,M,"('D', 'M')",1520
5630,9,Huskies,Huskies_D1,Huskies_F2,2H,1347.4800640000005,Simple pass,40,41,69.0,32.0,D,0,11,"(0, 11)",49,F,"('D', 'F')",999
5631,9,Huskies,Huskies_F2,Huskies_M6,2H,1349.1742560000002,Simple pass,69,32,68.0,5.0,F,11,26,"(11, 26)",58,M,"('F', 'M')",699
5632,9,Huskies,Huskies_M6,Huskies_D4,2H,1351.0905119999998,Simple pass,68,5,51.0,8.0,M,26,4,"(26, 4)",50,D,"('M', 'D')",1668
5633,9,Huskies,Huskies_D4,Huskies_M1,2H,1353.2799610000004,Simple pass,51,8,57.0,18.0,D,4,17,"(4, 17)",62,M,"('D', 'M')",1520
5634,9,Huskies,Huskies_M1,Huskies_D4,2H,1354.2669039999998,Simple pass,57,18,51.0,5.0,M,17,4,"(17, 4)",79,D,"('M', 'D')",1668
5635,9,Huskies,Huskies_D4,Huskies_F1,2H,1355.66521,Simple pass,51,5,68.0,24.0,D,4,10,"(4, 10)",25,F,"('D', 'F')",999
5636,9,Huskies,Huskies_F1,Huskies_M1,2H,1357.483521,Simple pass,68,24,67.0,43.0,F,10,17,"(10, 17)",30,M,"('F', 'M')",699
5637,9,Huskies,Huskies_M1,Huskies_F2,2H,1359.8992660000004,Simple pass,67,43,69.0,51.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
5638,9,Huskies,Huskies_D7,Huskies_M9,2H,1365.7493050000005,Simple pass,56,89,79.0,75.0,D,7,29,"(7, 29)",5,M,"('D', 'M')",1520
5658,9,Huskies,Huskies_M9,Huskies_D4,2H,1641.4272229999995,Simple pass,76,18,90.0,11.0,M,29,4,"(29, 4)",10,D,"('M', 'D')",1668
5661,9,Huskies,Huskies_G1,Huskies_D1,2H,1666.756042,Hand pass,13,60,22.0,63.0,G,16,0,"(16, 0)",76,D,"('G', 'D')",257
5662,9,Huskies,Huskies_D1,Huskies_G1,2H,1668.6891690000002,Simple pass,22,63,11.0,58.0,D,0,16,"(0, 16)",107,G,"('D', 'G')",443
5663,9,Huskies,Huskies_F1,Huskies_F2,2H,1678.8760860000002,Simple pass,69,82,67.0,61.0,F,10,11,"(10, 11)",27,F,"('F', 'F')",299
5664,9,Huskies,Huskies_F2,Huskies_M9,2H,1680.646842,Simple pass,67,61,56.0,43.0,F,11,29,"(11, 29)",15,M,"('F', 'M')",699
5668,9,Huskies,Huskies_D1,Huskies_M4,2H,1780.5741120000002,Simple pass,27,67,33.0,58.0,D,0,24,"(0, 24)",26,M,"('D', 'M')",1520
5669,9,Huskies,Huskies_M4,Huskies_D1,2H,1782.810259,Simple pass,33,58,27.0,75.0,M,24,0,"(24, 0)",30,D,"('M', 'D')",1668
5670,9,Huskies,Huskies_D1,Huskies_F4,2H,1786.1119339999993,High pass,27,75,78.0,90.0,D,0,13,"(0, 13)",19,F,"('D', 'F')",999
5671,9,Huskies,Huskies_M10,Huskies_D7,2H,1799.901777,Simple pass,78,87,72.0,93.0,M,18,7,"(18, 7)",9,D,"('M', 'D')",1668
5672,9,Huskies,Huskies_D7,Huskies_M4,2H,1800.8642790000006,Simple pass,72,93,75.0,75.0,D,7,24,"(7, 24)",32,M,"('D', 'M')",1520
5678,9,Huskies,Huskies_M10,Huskies_D4,2H,1998.77744,Simple pass,69,14,80.0,3.0,M,18,4,"(18, 4)",1,D,"('M', 'D')",1668
5679,9,Huskies,Huskies_M10,Huskies_M4,2H,2008.43942,Simple pass,63,20,69.0,28.0,M,18,24,"(18, 24)",3,M,"('M', 'M')",1301
5683,9,Huskies,Huskies_D3,Huskies_D4,2H,2028.031248,Simple pass,24,46,27.0,27.0,D,3,4,"(3, 4)",59,D,"('D', 'D')",1478
5685,9,Huskies,Huskies_M4,Huskies_D7,2H,2040.4899050000006,Simple pass,11,60,13.0,73.0,M,24,7,"(24, 7)",41,D,"('M', 'D')",1668
5706,9,Huskies,Huskies_D7,Huskies_D1,2H,2132.412018,Simple pass,53,81,33.0,75.0,D,7,0,"(7, 0)",18,D,"('D', 'D')",1478
5707,9,Huskies,Huskies_D1,Huskies_D7,2H,2134.329485,Simple pass,33,75,42.0,79.0,D,0,7,"(0, 7)",34,D,"('D', 'D')",1478
5708,9,Huskies,Huskies_D7,Huskies_M6,2H,2136.087096,Simple pass,42,79,55.0,59.0,D,7,26,"(7, 26)",18,M,"('D', 'M')",1520
5709,9,Huskies,Huskies_M6,Huskies_D7,2H,2140.185762,Simple pass,55,59,45.0,82.0,M,26,7,"(26, 7)",20,D,"('M', 'D')",1668
5710,9,Huskies,Huskies_D7,Huskies_M6,2H,2143.873683,Simple pass,45,82,48.0,84.0,D,7,26,"(7, 26)",18,M,"('D', 'M')",1520
5711,9,Huskies,Huskies_M6,Huskies_M10,2H,2147.558486,Simple pass,48,84,69.0,70.0,M,26,18,"(26, 18)",2,M,"('M', 'M')",1301
5714,9,Huskies,Huskies_M6,Huskies_M10,2H,2158.36671,Simple pass,29,76,37.0,60.0,M,26,18,"(26, 18)",2,M,"('M', 'M')",1301
5715,9,Huskies,Huskies_M10,Huskies_D3,2H,2163.589155,Simple pass,44,45,36.0,31.0,M,18,3,"(18, 3)",2,D,"('M', 'D')",1668
5716,9,Huskies,Huskies_D3,Huskies_D4,2H,2165.221768000001,Simple pass,36,31,42.0,8.0,D,3,4,"(3, 4)",59,D,"('D', 'D')",1478
5718,9,Huskies,Huskies_D3,Huskies_M4,2H,2182.478819,Simple pass,29,28,33.0,50.0,D,3,24,"(3, 24)",30,M,"('D', 'M')",1520
5735,9,Huskies,Huskies_M9,Huskies_M4,2H,2353.6264010000004,Head pass,65,52,69.0,54.0,M,29,24,"(29, 24)",6,M,"('M', 'M')",1301
5736,9,Huskies,Huskies_M4,Huskies_M10,2H,2355.251121,Simple pass,69,54,71.0,69.0,M,24,18,"(24, 18)",6,M,"('M', 'M')",1301
5750,9,Huskies,Huskies_D1,Huskies_M4,2H,2479.1530829999997,Simple pass,57,78,64.0,82.0,D,0,24,"(0, 24)",26,M,"('D', 'M')",1520
5753,9,Huskies,Huskies_M9,Huskies_D3,2H,2508.181771,Simple pass,66,20,66.0,7.0,M,29,3,"(29, 3)",4,D,"('M', 'D')",1668
5776,9,Huskies,Huskies_D1,Huskies_M9,2H,2584.798839,Simple pass,14,66,29.0,48.0,D,0,29,"(0, 29)",6,M,"('D', 'M')",1520
5778,9,Huskies,Huskies_G1,Huskies_D1,2H,2608.7052890000004,Hand pass,12,53,24.0,70.0,G,16,0,"(16, 0)",76,D,"('G', 'D')",257
5796,9,Huskies,Huskies_D1,Huskies_M10,2H,2734.8865530000007,Simple pass,55,74,65.0,87.0,D,0,18,"(0, 18)",2,M,"('D', 'M')",1520
5797,9,Huskies,Huskies_M10,Huskies_D1,2H,2736.730926,Simple pass,65,87,56.0,70.0,M,18,0,"(18, 0)",3,D,"('M', 'D')",1668
5827,10,Huskies,Huskies_M4,Huskies_D3,1H,1.9557100000000105,Simple pass,50,50,31.0,54.0,M,24,3,"(24, 3)",18,D,"('M', 'D')",1668
5832,10,Huskies,Huskies_D3,Huskies_G1,1H,25.82882599999999,Simple pass,31,93,8.0,63.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
5834,10,Huskies,Huskies_D3,Huskies_M8,1H,35.618323999999966,Simple pass,31,73,62.0,77.0,D,3,28,"(3, 28)",14,M,"('D', 'M')",1520
5835,10,Huskies,Huskies_M8,Huskies_F2,1H,38.65533099999999,Simple pass,62,77,61.0,63.0,M,28,11,"(28, 11)",18,F,"('M', 'F')",849
5836,10,Huskies,Huskies_F2,Huskies_M5,1H,40.761728999999995,Simple pass,61,63,71.0,15.0,F,11,25,"(11, 25)",5,M,"('F', 'M')",699
