,Unnamed: 0,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerIDFit,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount,dist,PositionFitPairScore,OneDevideDist,StdPassingBetweenPlayerCount,weight
3397,7214,12,Huskies,Huskies_D4,Huskies_D1,2H,175.56680400000005,Simple pass,57,2,38.0,21.0,D,4,0,"(0, 4)",57,D,"('D', 'D')",1478,26.870057685088806,1.0,0.03721614637823934,0.30939226519337015,0.44886947052386983
3398,7215,12,Huskies,Huskies_D1,Huskies_G1,2H,177.790657,Simple pass,38,21,17.0,42.0,D,0,16,"(16, 0)",107,G,"('D', 'G')",443,29.698484809834994,0.5,0.033671751485073696,0.585635359116022,0.37310237020036524
3399,7231,12,Huskies,Huskies_M8,Huskies_M1,2H,324.5551300000002,Simple pass,21,94,18.0,84.0,M,28,17,"(17, 28)",20,M,"('M', 'M')",1301,10.44030650891055,1.0,0.09578262852211514,0.10497237569060773,0.4002516680709076
3400,7232,12,Huskies,Huskies_M1,Huskies_F1,2H,325.29203700000016,High pass,18,84,43.0,83.0,M,17,10,"(10, 17)",34,F,"('M', 'F')",849,25.019992006393608,0.25,0.039968038348871575,0.18232044198895028,0.1574294934459406
3401,7244,12,Huskies,Huskies_D7,Huskies_G1,2H,530.3670040000002,Simple pass,44,79,16.0,51.0,D,7,16,"(16, 7)",31,G,"('D', 'G')",443,39.59797974644666,0.5,0.025253813613805267,0.16574585635359115,0.23033322332246547
3402,7248,12,Huskies,Huskies_F4,Huskies_M1,2H,599.6652809999998,Simple pass,63,4,71.0,27.0,F,13,17,"(17, 13)",15,M,"('F', 'M')",699,24.351591323771842,0.75,0.04106507811765909,0.07734806629834254,0.2894710481386672
3403,7296,12,Huskies,Huskies_F1,Huskies_M6,2H,1356.988104,Cross,92,93,89.0,28.0,F,10,26,"(26, 10)",27,M,"('F', 'M')",699,65.06919393998976,0.75,0.015368255536133623,0.143646408839779,0.3030048881253042
3404,7303,12,Huskies,Huskies_D7,Huskies_F4,2H,1424.574783,High pass,6,69,42.0,70.0,D,7,13,"(13, 7)",16,F,"('D', 'F')",999,36.013886210738214,0.5,0.027767067240353285,0.08287292817679558,0.20354666513904962
3405,7308,12,Huskies,Huskies_M6,Huskies_M4,2H,1458.0675950000007,Simple pass,22,23,24.0,29.0,M,26,24,"(24, 26)",24,M,"('M', 'M')",1301,6.324555320336759,1.0,0.15811388300841897,0.1270718232044199,0.4283952354042796
3406,7323,12,Huskies,Huskies_D3,Huskies_D1,2H,1542.6942660000007,Simple pass,19,64,20.0,55.0,D,3,0,"(0, 3)",98,D,"('D', 'D')",1478,9.055385138137417,1.0,0.11043152607484653,0.5359116022099447,0.5487810427615971
3407,7335,12,Huskies,Huskies_F1,Huskies_F4,2H,1597.4498329999994,Simple pass,70,95,77.0,45.0,F,10,13,"(13, 10)",9,F,"('F', 'F')",299,50.48762224545735,1.0,0.019806834933486603,0.04419889502762431,0.35466857665370366
3408,7336,12,Huskies,Huskies_F4,Huskies_M1,2H,1599.6905379999994,Simple pass,77,45,68.0,57.0,F,13,17,"(17, 13)",15,M,"('F', 'M')",699,15.0,0.75,0.06666666666666667,0.07734806629834254,0.29800491098833637
3409,7352,12,Huskies,Huskies_M1,Huskies_F1,2H,1690.4954399999995,Simple pass,25,74,38.0,51.0,M,17,10,"(10, 17)",34,F,"('M', 'F')",849,26.419689627245813,0.25,0.03785055820522323,0.18232044198895028,0.15672366673139115
3410,7353,12,Huskies,Huskies_F1,Huskies_F4,2H,1698.7423649999996,Simple pass,78,31,74.0,16.0,F,10,13,"(13, 10)",9,F,"('F', 'F')",299,15.524174696260024,1.0,0.06441566264008308,0.04419889502762431,0.3695381858892358
3411,7363,12,Huskies,Huskies_D1,Huskies_F1,2H,2068.1272289999997,Simple pass,66,47,73.0,64.0,D,0,10,"(10, 0)",23,F,"('D', 'F')",999,18.384776310850235,0.5,0.05439282932204212,0.12154696132596685,0.22531326354933628
3412,7364,12,Huskies,Huskies_F1,Huskies_D1,2H,2069.629984,Simple pass,73,64,70.0,49.0,F,10,0,"(0, 10)",5,D,"('F', 'D')",655,15.297058540778355,0.5,0.06537204504606134,0.022099447513812154,0.19582383085329116
3413,7365,12,Huskies,Huskies_D1,Huskies_M6,2H,2070.8609850000007,Simple pass,70,49,75.0,34.0,D,0,26,"(26, 0)",21,M,"('D', 'M')",1520,15.811388300841896,0.75,0.06324555320336758,0.11049723756906077,0.3079142635908095
3414,7366,12,Huskies,Huskies_M6,Huskies_D1,2H,2072.863906,Simple pass,75,34,68.0,35.0,M,26,0,"(0, 26)",16,D,"('M', 'D')",1668,7.0710678118654755,0.25,0.1414213562373095,0.08287292817679558,0.15809809480470166
3415,7367,12,Huskies,Huskies_F4,Huskies_M4,2H,2093.102882,Simple pass,60,1,57.0,8.0,F,13,24,"(24, 13)",12,M,"('F', 'M')",699,7.615773105863909,0.75,0.13130643285972254,0.06077348066298342,0.314026637840902
3416,7368,12,Huskies,Huskies_M4,Huskies_D4,2H,2096.39922,Simple pass,57,8,44.0,4.0,M,24,4,"(4, 24)",28,D,"('M', 'D')",1668,13.601470508735444,0.25,0.07352146220938077,0.14917127071823205,0.15756424430920427
3417,7369,12,Huskies,Huskies_D4,Huskies_M1,2H,2098.6124,Simple pass,44,4,47.0,25.0,D,4,17,"(17, 4)",62,M,"('D', 'M')",1520,21.213203435596427,0.75,0.04714045207910317,0.3370165745856354,0.3780523422215795
3418,7370,12,Huskies,Huskies_M1,Huskies_D1,2H,2104.5118110000008,Simple pass,45,43,36.0,30.0,M,17,0,"(0, 17)",85,D,"('M', 'D')",1668,15.811388300841896,0.25,0.06324555320336758,0.46408839779005523,0.2591113169978076
3419,7371,12,Huskies,Huskies_D1,Huskies_M1,2H,2106.4879739999997,Simple pass,36,30,48.0,46.0,D,0,17,"(17, 0)",92,M,"('D', 'M')",1520,20.0,0.75,0.05,0.5027624309392266,0.43425414364640885
3420,7372,12,Huskies,Huskies_M1,Huskies_F4,2H,2108.527156,Simple pass,48,46,61.0,26.0,M,17,13,"(13, 17)",36,F,"('M', 'F')",849,23.853720883753127,0.25,0.04192218081503185,0.19337016574585636,0.16176411552029607
3421,7373,12,Huskies,Huskies_F4,Huskies_M6,2H,2110.4863969999997,Simple pass,61,26,69.0,3.0,F,13,26,"(26, 13)",20,M,"('F', 'M')",699,24.351591323771842,0.75,0.04106507811765909,0.10497237569060773,0.29867915126942224
3422,7374,12,Huskies,Huskies_F3,Huskies_M6,2H,2116.474684,Simple pass,76,27,69.0,21.0,F,12,26,"(26, 12)",8,M,"('F', 'M')",699,9.219544457292887,0.75,0.10846522890932808,0.03867403314917127,0.2990464206861665
3423,7375,12,Huskies,Huskies_M6,Huskies_F4,2H,2118.469597,Simple pass,69,21,79.0,20.0,M,26,13,"(13, 26)",24,F,"('M', 'F')",849,10.04987562112089,0.25,0.09950371902099892,0.1270718232044199,0.1588585140751396
3424,7376,12,Huskies,Huskies_F4,Huskies_F3,2H,2120.096725000001,Simple pass,79,20,89.0,18.0,F,13,12,"(12, 13)",1,F,"('F', 'F')",299,10.198039027185569,1.0,0.09805806756909202,0.0,0.36601935585636397
3425,7377,12,Huskies,Huskies_F3,Huskies_F4,2H,2122.86099,Simple pass,89,18,91.0,27.0,F,12,13,"(13, 12)",1,F,"('F', 'F')",299,9.219544457292887,1.0,0.10846522890932808,0.0,0.3694884096364427
3426,7391,12,Huskies,Huskies_D7,Huskies_F1,2H,2296.0489740000007,Simple pass,13,81,21.0,77.0,D,7,10,"(10, 7)",36,F,"('D', 'F')",999,8.94427190999916,0.5,0.11180339887498948,0.19337016574585636,0.2683911882069486
3427,7392,12,Huskies,Huskies_F1,Huskies_D7,2H,2297.1132239999997,Simple pass,21,77,27.0,94.0,F,10,7,"(7, 10)",12,D,"('F', 'D')",655,18.027756377319946,0.5,0.05547001962252291,0.06077348066298342,0.20541450009516876
3428,7393,12,Huskies,Huskies_D7,Huskies_F3,2H,2299.920544,Simple pass,27,94,43.0,61.0,D,7,12,"(12, 7)",4,F,"('D', 'F')",999,36.6742416417845,0.5,0.027267094157460592,0.016574585635359115,0.1812805599309399
3429,7394,12,Huskies,Huskies_F3,Huskies_M6,2H,2303.686975,Simple pass,43,61,52.0,44.0,F,12,26,"(26, 12)",8,M,"('F', 'M')",699,19.235384061671343,0.75,0.05198752449100364,0.03867403314917127,0.28022051921339164
3430,7395,12,Huskies,Huskies_M6,Huskies_M4,2H,2304.768016,Simple pass,52,44,43.0,37.0,M,26,24,"(24, 26)",24,M,"('M', 'M')",1301,11.40175425099138,1.0,0.08770580193070293,0.1270718232044199,0.4049258750450409
3431,7396,12,Huskies,Huskies_M4,Huskies_D4,2H,2305.8208010000008,Simple pass,43,37,41.0,6.0,M,24,4,"(4, 24)",28,D,"('M', 'D')",1668,31.064449134018133,0.25,0.03219113899898252,0.14917127071823205,0.14378746990573818
3432,7397,12,Huskies,Huskies_D4,Huskies_M4,2H,2309.556738,Simple pass,41,6,43.0,35.0,D,4,24,"(24, 4)",33,M,"('D', 'M')",1520,29.068883707497267,0.75,0.034401045807689073,0.17679558011049723,0.3203988753060621
3433,7398,12,Huskies,Huskies_M4,Huskies_D4,2H,2310.480634,Simple pass,43,35,39.0,5.0,M,24,4,"(4, 24)",28,D,"('M', 'D')",1668,30.265491900843113,0.25,0.03304093002275449,0.14917127071823205,0.14407073358032885
3434,7399,12,Huskies,Huskies_D4,Huskies_G1,2H,2313.595995,Simple pass,39,5,13.0,32.0,D,4,16,"(16, 4)",25,G,"('D', 'G')",443,37.48332962798263,0.5,0.026678526425610406,0.13259668508287292,0.2197584038361611
3435,7417,12,Huskies,Huskies_D7,Huskies_G1,2H,2578.210024,Simple pass,11,57,13.0,55.0,D,7,16,"(16, 7)",31,G,"('D', 'G')",443,2.8284271247461903,0.5,0.35355339059327373,0.16574585635359115,0.33976641564895493
3436,7418,12,Huskies,Huskies_M4,Huskies_F4,2H,2599.77449,Simple pass,56,61,66.0,45.0,M,24,13,"(13, 24)",12,F,"('M', 'F')",849,18.867962264113206,0.25,0.052999894000318,0.06077348066298342,0.12125779155443381
3437,7419,12,Huskies,Huskies_F4,Huskies_M4,2H,2602.313249,Simple pass,66,45,53.0,46.0,F,13,24,"(24, 13)",12,M,"('F', 'M')",699,13.038404810405298,0.75,0.07669649888473704,0.06077348066298342,0.2958233265159068
3438,7420,12,Huskies,Huskies_M4,Huskies_M6,2H,2603.716168,Simple pass,53,46,55.0,33.0,M,24,26,"(26, 24)",34,M,"('M', 'M')",1301,13.152946437965905,1.0,0.07602859212697055,0.18232044198895028,0.41944967803864025
3439,7421,12,Huskies,Huskies_M6,Huskies_D4,2H,2604.9088030000007,Simple pass,55,33,57.0,6.0,M,26,4,"(4, 26)",50,D,"('M', 'D')",1668,27.073972741361768,0.25,0.036935842757655886,0.27071823204419887,0.18588469160061824
3440,7422,12,Huskies,Huskies_D4,Huskies_F3,2H,2609.415962,Simple pass,69,3,74.0,30.0,D,4,12,"(12, 4)",10,F,"('D', 'F')",999,27.459060435491963,0.5,0.03641785203646149,0.049723756906077346,0.19538053631417962
3441,7423,12,Huskies,Huskies_F3,Huskies_D7,2H,2612.797514,High pass,74,30,91.0,93.0,F,12,7,"(7, 12)",4,D,"('F', 'D')",655,65.25335240430181,0.5,0.015324883138633583,0.016574585635359115,0.17729982292466423
3442,7424,12,Huskies,Huskies_D3,Huskies_D4,2H,2648.697954,Simple pass,28,63,23.0,31.0,D,3,4,"(4, 3)",59,D,"('D', 'D')",1478,32.38826948140329,1.0,0.03087537605472192,0.32044198895027626,0.4504391216683327
3443,7425,12,Huskies,Huskies_D4,Huskies_F4,2H,2652.154088,Launch,23,31,63.0,62.0,D,4,13,"(13, 4)",25,F,"('D', 'F')",999,50.60632371551998,0.5,0.019760376304381096,0.13259668508287292,0.21745235379575134
3444,7426,12,Huskies,Huskies_F1,Huskies_M1,2H,2659.2489880000007,Simple pass,54,80,47.0,77.0,F,10,17,"(17, 10)",30,M,"('F', 'M')",699,7.615773105863909,0.75,0.13130643285972254,0.16022099447513813,0.34717580911162027
3445,7427,12,Huskies,Huskies_M1,Huskies_D3,2H,2660.471301,Simple pass,47,77,29.0,65.0,M,17,3,"(3, 17)",60,D,"('M', 'D')",1668,21.633307652783937,0.25,0.046225016352102424,0.3259668508287293,0.2073972890602772
3446,7428,12,Huskies,Huskies_D3,Huskies_M4,2H,2661.5082190000007,Simple pass,29,65,44.0,63.0,D,3,24,"(24, 3)",30,M,"('D', 'M')",1520,15.132745950421556,0.75,0.06608186004550898,0.16022099447513813,0.32543428484021575
3447,7441,12,Huskies,Huskies_D7,Huskies_M6,2H,2779.6402780000008,Simple pass,12,67,12.0,64.0,D,7,26,"(26, 7)",18,M,"('D', 'M')",1520,3.0,0.75,0.3333333333333333,0.09392265193370165,0.3924186617556783
3448,7459,13,Huskies,Huskies_M1,Huskies_D7,1H,17.363725999999982,Simple pass,21,83,14.0,92.0,M,17,7,"(7, 17)",70,D,"('M', 'D')",1668,11.40175425099138,0.25,0.08770580193070293,0.3812154696132597,0.23964042384798753
3449,7460,13,Huskies,Huskies_M6,Huskies_M8,1H,27.95393200000001,Simple pass,56,68,61.0,77.0,M,26,28,"(28, 26)",15,M,"('M', 'M')",1301,10.295630140987,1.0,0.09712858623572641,0.07734806629834254,0.39149221751135627
3450,7461,13,Huskies,Huskies_M8,Huskies_D7,1H,30.471745,Simple pass,61,77,67.0,94.0,M,28,7,"(7, 28)",31,D,"('M', 'D')",1668,18.027756377319946,0.25,0.05547001962252291,0.16574585635359115,0.15707195865870469
3451,7462,13,Huskies,Huskies_D7,Huskies_M8,1H,31.970201999999965,Simple pass,67,94,60.0,88.0,D,7,28,"(28, 7)",39,M,"('D', 'M')",1520,9.219544457292887,0.75,0.10846522890932808,0.20994475138121546,0.35613666009684786
3452,7463,13,Huskies,Huskies_M8,Huskies_M1,1H,33.74185999999997,Simple pass,60,88,62.0,80.0,M,28,17,"(17, 28)",20,M,"('M', 'M')",1301,8.246211251235321,1.0,0.12126781251816648,0.10497237569060773,0.40874672940292467
3453,7464,13,Huskies,Huskies_M1,Huskies_M8,1H,34.97068899999999,Simple pass,62,80,53.0,94.0,M,17,28,"(28, 17)",25,M,"('M', 'M')",1301,16.64331697709324,1.0,0.06008417681261097,0.13259668508287292,0.39756028729849463
3454,7465,13,Huskies,Huskies_M8,Huskies_D3,1H,36.802009999999996,Simple pass,53,94,32.0,87.0,M,28,3,"(3, 28)",9,D,"('M', 'D')",1668,22.135943621178654,0.25,0.045175395145262566,0.04419889502762431,0.1131247633909623
3455,7466,13,Huskies,Huskies_D3,Huskies_G1,1H,39.79766899999999,Simple pass,32,87,9.0,43.0,D,3,16,"(16, 3)",120,G,"('D', 'G')",443,49.64876634922564,0.5,0.02014148736276902,0.6574585635359116,0.39253335029956016
3456,7467,13,Huskies,Huskies_G1,Huskies_F1,1H,52.407263,Launch,9,43,61.0,18.0,G,16,10,"(10, 16)",77,F,"('G', 'F')",133,57.697486947006624,0.125,0.017331777394715118,0.4198895027624309,0.18740709338571532
3457,7469,13,Huskies,Huskies_M1,Huskies_M3,1H,67.14898199999999,Simple pass,58,32,57.0,26.0,M,17,23,"(23, 17)",143,M,"('M', 'M')",1301,6.082762530298219,1.0,0.1643989873053573,0.7845303867403315,0.6496431246818962
3458,7470,13,Huskies,Huskies_M3,Huskies_D1,1H,68.63117699999998,Simple pass,57,26,33.0,22.0,M,23,0,"(0, 23)",74,D,"('M', 'D')",1668,24.331050121192877,0.25,0.04109974682633932,0.40331491712707185,0.23147155465113703
3459,7471,13,Huskies,Huskies_D1,Huskies_D3,1H,70.06977799999999,Simple pass,33,22,37.0,60.0,D,0,3,"(3, 0)",105,D,"('D', 'D')",1478,38.2099463490856,1.0,0.026171196129510688,0.574585635359116,0.5335856104962089
3460,7472,13,Huskies,Huskies_D3,Huskies_M8,1H,73.7527,High pass,37,60,64.0,71.0,D,3,28,"(28, 3)",14,M,"('D', 'M')",1520,29.154759474226502,0.75,0.03429971702850177,0.0718232044198895,0.28537430714946377
3461,7491,13,Huskies,Huskies_M3,Huskies_M6,1H,165.19673999999995,Simple pass,27,40,33.0,30.0,M,23,26,"(26, 23)",44,M,"('M', 'M')",1301,11.661903789690601,1.0,0.08574929257125441,0.23756906077348067,0.4411061177815784
3462,7492,13,Huskies,Huskies_M6,Huskies_M3,1H,166.79935600000005,Head pass,33,30,32.0,40.0,M,26,23,"(23, 26)",28,M,"('M', 'M')",1301,10.04987562112089,1.0,0.09950371902099892,0.14917127071823205,0.4162249965797436
3463,7493,13,Huskies,Huskies_M3,Huskies_F1,1H,168.23899799999995,Simple pass,32,40,42.0,31.0,M,23,10,"(10, 23)",21,F,"('M', 'F')",849,13.45362404707371,0.25,0.07432941462471664,0.11049723756906077,0.1449422173979258
3464,7502,13,Huskies,Huskies_G1,Huskies_F1,1H,261.696709,Launch,14,70,78.0,52.0,G,16,10,"(10, 16)",77,F,"('G', 'F')",133,66.48308055437865,0.125,0.015041420939904671,0.4198895027624309,0.18664364123411184
3465,7516,13,Huskies,Huskies_M8,Huskies_M5,1H,410.39763000000005,Simple pass,64,54,75.0,47.0,M,28,25,"(25, 28)",4,M,"('M', 'M')",1301,13.038404810405298,1.0,0.07669649888473704,0.016574585635359115,0.364423694840032
3466,7517,13,Huskies,Huskies_D7,Huskies_M5,1H,414.47485300000005,Head pass,65,80,87.0,85.0,D,7,25,"(25, 7)",2,M,"('D', 'M')",1520,22.561028345356956,0.75,0.04432422071779363,0.0055248618784530384,0.26661636086541557
3467,7536,13,Huskies,Huskies_M1,Huskies_F1,1H,508.710305,High pass,8,73,41.0,72.0,M,17,10,"(10, 17)",34,F,"('M', 'F')",849,33.015148038438355,0.25,0.030289126640769135,0.18232044198895028,0.1542031895432398
3468,7542,13,Huskies,Huskies_M8,Huskies_F1,1H,565.414772,Simple pass,74,69,80.0,56.0,M,28,10,"(10, 28)",14,F,"('M', 'F')",849,14.317821063276353,0.25,0.06984302957695782,0.0718232044198895,0.13055541133228243
3469,7543,13,Huskies,Huskies_M8,Huskies_M5,1H,567.115431,Simple pass,80,63,84.0,49.0,M,28,25,"(25, 28)",4,M,"('M', 'M')",1301,14.560219778561036,1.0,0.06868028197434452,0.016574585635359115,0.36175162253656784
3470,7554,13,Huskies,Huskies_D1,Huskies_M3,1H,757.83105,Simple pass,31,62,32.0,36.0,D,0,23,"(23, 0)",51,M,"('D', 'M')",1520,26.019223662515376,0.75,0.03843312210120439,0.27624309392265195,0.3548920720079521
3471,7555,13,Huskies,Huskies_M3,Huskies_D4,1H,760.562192,Simple pass,32,36,41.0,10.0,M,23,4,"(4, 23)",88,D,"('M', 'D')",1668,27.51363298439521,0.25,0.0363456182092407,0.48066298342541436,0.25566953387821834
3472,7556,13,Huskies,Huskies_D4,Huskies_M3,1H,763.3197349999998,Simple pass,41,10,39.0,30.0,D,4,23,"(23, 4)",63,M,"('D', 'M')",1520,20.09975124224178,0.75,0.04975185951049946,0.3425414364640884,0.38076443199152926
3473,7557,13,Huskies,Huskies_M3,Huskies_M1,1H,769.052758,Simple pass,47,43,46.0,69.0,M,23,17,"(17, 23)",168,M,"('M', 'M')",1301,26.019223662515376,1.0,0.03843312210120439,0.9226519337016574,0.6536950186009539
3474,7558,13,Huskies,Huskies_M1,Huskies_D7,1H,771.350179,Simple pass,46,69,55.0,92.0,M,17,7,"(7, 17)",70,D,"('M', 'D')",1668,24.698178070456937,0.25,0.0404888165089458,0.3812154696132597,0.22390142870740182
3475,7559,13,Huskies,Huskies_D7,Huskies_F1,1H,777.2496990000002,Simple pass,69,71,77.0,69.0,D,7,10,"(10, 7)",36,F,"('D', 'F')",999,8.246211251235321,0.5,0.12126781251816648,0.19337016574585636,0.2715459927546743
3476,7560,13,Huskies,Huskies_F1,Huskies_D7,1H,779.510024,Simple pass,77,69,86.0,86.0,F,10,7,"(7, 10)",12,D,"('F', 'D')",655,19.235384061671343,0.5,0.05198752449100364,0.06077348066298342,0.20425366838466236
3477,7561,13,Huskies,Huskies_D4,Huskies_G1,1H,821.216711,Simple pass,35,9,14.0,53.0,D,4,16,"(16, 4)",25,G,"('D', 'G')",443,48.75448697299562,0.5,0.02051093267690182,0.13259668508287292,0.21770253925325825
3478,7562,13,Huskies,Huskies_G1,Huskies_F1,1H,827.8128770000003,Launch,14,53,78.0,29.0,G,16,10,"(10, 16)",77,F,"('G', 'F')",133,68.35202996254024,0.125,0.014630143399516321,0.4198895027624309,0.18650654872064906
3479,7565,13,Huskies,Huskies_D1,Huskies_F1,1H,861.190212,Head pass,38,17,67.0,23.0,D,0,10,"(10, 0)",23,F,"('D', 'F')",999,29.614185789921695,0.5,0.033767600672658715,0.12154696132596685,0.21843818733287518
3480,7567,13,Huskies,Huskies_G1,Huskies_D3,1H,879.7308969999997,Hand pass,11,49,28.0,86.0,G,16,3,"(3, 16)",49,D,"('G', 'D')",257,40.718546143004666,0.5,0.024558833620630074,0.26519337016574585,0.26325073459545867
3481,7568,13,Huskies,Huskies_D3,Huskies_G1,1H,884.622513,Simple pass,28,86,9.0,46.0,D,3,16,"(16, 3)",120,G,"('D', 'G')",443,44.28317965096906,0.5,0.022581937608857242,0.6574585635359116,0.39334683371492296
3482,7582,13,Huskies,Huskies_D7,Huskies_G1,1H,957.3558,Head pass,18,79,13.0,38.0,D,7,16,"(16, 7)",31,G,"('D', 'G')",443,41.30375285612676,0.5,0.024210875062207954,0.16574585635359115,0.22998557713859968
3483,7583,13,Huskies,Huskies_G1,Huskies_F1,1H,973.845597,Launch,13,38,63.0,23.0,G,16,10,"(10, 16)",77,F,"('G', 'F')",133,52.20153254455275,0.125,0.019156525704423027,0.4198895027624309,0.18801534282228463
3484,7587,13,Huskies,Huskies_M3,Huskies_D4,1H,1014.402528,Simple pass,74,15,80.0,7.0,M,23,4,"(4, 23)",88,D,"('M', 'D')",1668,10.0,0.25,0.1,0.48066298342541436,0.27688766114180474
3485,7588,13,Huskies,Huskies_D4,Huskies_M1,1H,1016.229557,Simple pass,80,7,62.0,17.0,D,4,17,"(17, 4)",62,M,"('D', 'M')",1520,20.591260281974,0.75,0.04856429311786321,0.3370165745856354,0.3785269559011662
3486,7589,13,Huskies,Huskies_M1,Huskies_D3,1H,1018.083094,Simple pass,62,17,63.0,53.0,M,17,3,"(3, 17)",60,D,"('M', 'D')",1668,36.013886210738214,0.25,0.027767067240353285,0.3259668508287293,0.20124463935636083
3487,7590,13,Huskies,Huskies_D3,Huskies_D7,1H,1021.488547,Simple pass,63,53,90.0,94.0,D,3,7,"(7, 3)",18,D,"('D', 'D')",1478,49.09175083453431,1.0,0.020370021093167764,0.09392265193370165,0.37143089100895643
3488,7621,13,Huskies,Huskies_D3,Huskies_D4,1H,1217.276247,Simple pass,15,53,6.0,8.0,D,3,4,"(4, 3)",59,D,"('D', 'D')",1478,45.89117562233506,1.0,0.02179068168202045,0.32044198895027626,0.4474108902107656
3489,7639,13,Huskies,Huskies_D3,Huskies_M1,1H,1298.050243,Head pass,28,72,37.0,73.0,D,3,17,"(17, 3)",47,M,"('D', 'M')",1520,9.055385138137417,0.75,0.11043152607484653,0.2541436464088398,0.3715250574945621
3490,7640,13,Huskies,Huskies_M1,Huskies_F1,1H,1302.099831,Simple pass,32,77,63.0,80.0,M,17,10,"(10, 17)",34,F,"('M', 'F')",849,31.144823004794873,0.25,0.03210806495339678,0.18232044198895028,0.15480950231411567
3491,7641,13,Huskies,Huskies_F1,Huskies_M8,1H,1303.410225,Simple pass,63,80,63.0,85.0,F,10,28,"(28, 10)",12,M,"('F', 'M')",699,5.0,0.75,0.2,0.06077348066298342,0.3369244935543278
3492,7648,13,Huskies,Huskies_M8,Huskies_D7,1H,1351.616685,Simple pass,25,87,12.0,68.0,M,28,7,"(7, 28)",31,D,"('M', 'D')",1668,23.021728866442675,0.25,0.04343722427630694,0.16574585635359115,0.1530610268766327
3493,7649,13,Huskies,Huskies_D7,Huskies_G1,1H,1354.280306,Simple pass,12,68,10.0,63.0,D,7,16,"(16, 7)",31,G,"('D', 'G')",443,5.385164807134504,0.5,0.18569533817705186,0.16574585635359115,0.28381373151021433
3494,7650,13,Huskies,Huskies_G1,Huskies_M8,1H,1355.677329,Launch,10,63,39.0,89.0,G,16,28,"(28, 16)",5,M,"('G', 'M')",81,38.948684188300895,0.25,0.025674808298154838,0.022099447513812154,0.09925808527065565
3495,7651,13,Huskies,Huskies_M3,Huskies_M1,1H,1362.512252,Simple pass,37,69,33.0,35.0,M,23,17,"(17, 23)",168,M,"('M', 'M')",1301,34.23448553724738,1.0,0.0292103118918493,0.9226519337016574,0.6506207485311689
3496,7652,13,Huskies,Huskies_M1,Huskies_D4,1H,1364.876812,Simple pass,33,35,55.0,7.0,M,17,4,"(4, 17)",79,D,"('M', 'D')",1668,35.608987629529715,0.25,0.02808279781508652,0.430939226519337,0.23634067477814116
3497,7653,13,Huskies,Huskies_D4,Huskies_M1,1H,1368.8333289999996,Simple pass,55,7,45.0,17.0,D,4,17,"(17, 4)",62,M,"('D', 'M')",1520,14.142135623730951,0.75,0.07071067811865475,0.3370165745856354,0.3859090842347634
3498,7654,13,Huskies,Huskies_M1,Huskies_M6,1H,1371.0557,Simple pass,45,17,59.0,32.0,M,17,26,"(26, 17)",77,M,"('M', 'M')",1301,20.518284528683193,1.0,0.04873701788285793,0.4198895027624309,0.4895421735484296
3499,7655,13,Huskies,Huskies_M6,Huskies_M1,1H,1371.644039,Simple pass,59,32,59.0,20.0,M,26,17,"(17, 26)",54,M,"('M', 'M')",1301,12.0,1.0,0.08333333333333333,0.292817679558011,0.45871700429711476
3500,7656,13,Huskies,Huskies_M1,Huskies_M3,1H,1374.869863,Simple pass,59,20,54.0,45.0,M,17,23,"(23, 17)",143,M,"('M', 'M')",1301,25.495097567963924,1.0,0.03922322702763681,0.7845303867403315,0.6079178712559894
3501,7657,13,Huskies,Huskies_M3,Huskies_D7,1H,1377.970904,Simple pass,54,45,58.0,85.0,M,23,7,"(7, 23)",44,D,"('M', 'D')",1668,40.19950248448356,0.25,0.02487592975524973,0.23756906077348067,0.17081499684291013
3502,7658,13,Huskies,Huskies_D7,Huskies_M3,1H,1383.0049789999996,Simple pass,58,85,60.0,72.0,D,7,23,"(23, 7)",21,M,"('D', 'M')",1520,13.152946437965905,0.75,0.07602859212697055,0.11049723756906077,0.3121752765653438
3503,7659,13,Huskies,Huskies_M3,Huskies_M5,1H,1385.964414,Simple pass,60,72,67.0,72.0,M,23,25,"(25, 23)",3,M,"('M', 'M')",1301,7.0,1.0,0.14285714285714285,0.011049723756906077,0.38463562220468295
3504,7660,13,Huskies,Huskies_M5,Huskies_M8,1H,1388.925503,Simple pass,67,72,69.0,79.0,M,25,28,"(28, 25)",4,M,"('M', 'M')",1301,7.280109889280518,1.0,0.13736056394868904,0.016574585635359115,0.38464504986134934
3505,7683,13,Huskies,Huskies_D1,Huskies_M6,1H,1594.853212,Head pass,44,37,65.0,54.0,D,0,26,"(26, 0)",21,M,"('D', 'M')",1520,27.018512172212592,0.75,0.037011660509880265,0.11049723756906077,0.29916963269298036
3506,7687,13,Huskies,Huskies_M1,Huskies_D3,1H,1622.3694890000004,Simple pass,28,72,25.0,73.0,M,17,3,"(3, 17)",60,D,"('M', 'D')",1668,3.1622776601683795,0.25,0.31622776601683794,0.3259668508287293,0.29739820561518904
