,Unnamed: 0,Unnamed: 0.1,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerIDFit,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount,dist,PositionFitPairScore,OneDevideDist,StdPassingBetweenPlayerCount,weight,OutCount,InCount
1297,1297,2848,5,Huskies,Huskies_M1,Huskies_M3,1H,1145.047599,Simple pass,33,39,26.0,33.0,M,17,23,"(23, 17)",143,M,"('M', 'M')",1301,9.219544457292887,1.0,0.10846522890932808,0.7845303867403315,0.6227754432640488,1255,717
1298,1298,2849,5,Huskies,Huskies_M3,Huskies_D5,1H,1147.4845990000001,High pass,26,33,41.0,88.0,M,23,5,"(5, 23)",67,D,"('M', 'D')",1668,57.00877125495689,0.25,0.017541160386140585,0.36464088397790057,0.23083114954840142,887,581
1299,1299,2850,5,Huskies,Huskies_D5,Huskies_D1,1H,1150.754,Simple pass,41,88,26.0,76.0,D,5,0,"(0, 5)",36,D,"('D', 'D')",1478,19.209372712298546,1.0,0.05205792062953536,0.1933701657458564,0.4145499609064241,625,678
1300,1300,2851,5,Huskies,Huskies_D1,Huskies_M1,1H,1151.799079,Simple pass,26,76,47.0,66.0,D,0,17,"(17, 0)",92,M,"('D', 'M')",1520,23.259406699226016,0.75,0.042993358039234784,0.5027624309392266,0.44089306920203775,851,1017
1301,1301,2852,5,Huskies,Huskies_M1,Huskies_M6,1H,1154.780625,Simple pass,47,66,68.0,52.0,M,17,26,"(26, 17)",77,M,"('M', 'M')",1301,25.238858928247925,1.0,0.03962144258751637,0.4198895027624309,0.5000839428745133,1255,537
1302,1302,2867,5,Huskies,Huskies_M4,Huskies_M1,1H,1202.824206,Simple pass,16,89,21.0,66.0,M,24,17,"(17, 24)",71,M,"('M', 'M')",1301,23.53720459187964,1.0,0.042485928866208736,0.3867403314917127,0.49382115819491723,497,1017
1303,1303,2868,5,Huskies,Huskies_M1,Huskies_M4,1H,1205.316535,Simple pass,21,66,17.0,87.0,M,17,24,"(24, 17)",72,M,"('M', 'M')",1301,21.37755832643195,1.0,0.0467780269724988,0.39226519337016574,0.48507838046973134,1255,521
1304,1304,2869,5,Huskies,Huskies_M4,Huskies_M1,1H,1207.09802,Simple pass,17,87,29.0,71.0,M,24,17,"(17, 24)",71,M,"('M', 'M')",1301,20.0,1.0,0.05,0.3867403314917127,0.49382115819491723,497,1017
1305,1305,2870,5,Huskies,Huskies_M1,Huskies_F2,1H,1210.310116,Simple pass,29,71,38.0,65.0,M,17,11,"(11, 17)",182,F,"('M', 'F')",849,10.816653826391967,0.25,0.09245003270420483,1.0,0.44556275513321686,1255,927
1306,1306,2871,5,Huskies,Huskies_F2,Huskies_D5,1H,1211.320931,Simple pass,38,65,72.0,91.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,42.80186911806539,0.5,0.023363465675799888,0.4585635359116022,0.3380788675174041,859,581
1307,1307,2872,5,Huskies,Huskies_D5,Huskies_F2,1H,1216.48815,Cross,91,83,86.0,51.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,32.38826948140329,0.5,0.030875376054721917,0.5303867403314917,0.36489541375579404,625,927
1308,1308,2885,5,Huskies,Huskies_D3,Huskies_M3,1H,1334.509629,Simple pass,36,29,32.0,33.0,D,3,23,"(23, 3)",54,M,"('D', 'M')",1520,5.656854249492381,0.75,0.17677669529663687,0.29281767955801097,0.3746212929952345,727,717
1309,1309,2886,5,Huskies,Huskies_M3,Huskies_D3,1H,1336.807047,Simple pass,32,33,25.0,35.0,M,23,3,"(3, 23)",56,D,"('M', 'D')",1668,7.280109889280517,0.25,0.13736056394868906,0.30386740331491713,0.2030083936968661,887,582
1310,1310,2887,5,Huskies,Huskies_D3,Huskies_M1,1H,1338.604179,Simple pass,25,35,32.0,48.0,D,3,17,"(17, 3)",47,M,"('D', 'M')",1520,14.7648230602334,0.75,0.06772854614785964,0.2541436464088398,0.35658206069012455,727,1017
1311,1311,2899,5,Huskies,Huskies_D2,Huskies_D3,1H,1448.0509650000001,Simple pass,24,33,25.0,9.0,D,2,3,"(3, 2)",49,D,"('D', 'D')",1478,24.020824298928627,1.0,0.04163054471218133,0.26519337016574585,0.43398821703240853,580,582
1312,1312,2910,5,Huskies,Huskies_M3,Huskies_F2,1H,1491.642529,Simple pass,25,54,45.0,68.0,M,23,11,"(11, 23)",63,F,"('M', 'F')",849,24.413111231467404,0.25,0.04096159602595203,0.3425414364640884,0.22392192093033542,887,927
1313,1313,2911,5,Huskies,Huskies_F2,Huskies_M1,1H,1492.903939,Simple pass,45,68,45.0,69.0,F,11,17,"(17, 11)",117,M,"('F', 'M')",699,1.0,0.75,1.0,0.6408839779005525,0.4924720117516282,859,1017
1314,1314,2913,5,Huskies,Huskies_D5,Huskies_M4,1H,1517.7638789999999,Simple pass,41,73,38.0,64.0,D,5,24,"(24, 5)",29,M,"('D', 'M')",1520,9.486832980505136,0.75,0.10540925533894598,0.15469613259668508,0.3232104362837578,625,521
1315,1315,2914,5,Huskies,Huskies_M4,Huskies_F2,1H,1518.398856,Simple pass,38,64,41.0,70.0,M,24,11,"(11, 24)",50,F,"('M', 'F')",849,6.708203932499369,0.25,0.149071198499986,0.2707182320441989,0.20226257678201143,497,927
1316,1316,2915,5,Huskies,Huskies_F2,Huskies_D1,1H,1521.910695,Simple pass,41,70,34.0,71.0,F,11,0,"(0, 11)",55,D,"('F', 'D')",655,7.071067811865476,0.5,0.1414213562373095,0.2983425414364641,0.28161011750873505,859,678
1317,1317,2918,5,Huskies,Huskies_D3,Huskies_D4,1H,1636.066552,Head pass,18,27,21.0,2.0,D,3,4,"(4, 3)",59,D,"('D', 'D')",1478,25.179356624028344,1.0,0.03971507353947688,0.32044198895027626,0.45969111716637123,727,615
1318,1318,2919,5,Huskies,Huskies_D4,Huskies_M6,1H,1638.631878,Simple pass,21,2,34.0,7.0,D,4,26,"(26, 4)",30,M,"('D', 'M')",1520,13.92838827718412,0.75,0.07179581586177383,0.16022099447513813,0.3265504779305107,569,537
1319,1319,2920,5,Huskies,Huskies_D5,Huskies_F2,1H,1685.303253,Simple pass,64,86,72.0,80.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,10.0,0.5,0.1,0.5303867403314917,0.36489541375579404,625,927
1320,1320,2921,5,Huskies,Huskies_F2,Huskies_D1,1H,1688.363712,Simple pass,66,82,40.0,81.0,F,11,0,"(0, 11)",55,D,"('F', 'D')",655,26.019223662515373,0.5,0.038433122101204385,0.2983425414364641,0.28161011750873505,859,678
1321,1321,2922,5,Huskies,Huskies_D1,Huskies_M3,1H,1690.7354059999998,Simple pass,40,81,44.0,70.0,D,0,23,"(23, 0)",51,M,"('D', 'M')",1520,11.704699910719626,0.75,0.0854357657716761,0.27624309392265195,0.36284898704161533,851,717
1322,1322,2923,5,Huskies,Huskies_M3,Huskies_D4,1H,1696.2644469999998,Simple pass,57,31,56.0,6.0,M,23,4,"(4, 23)",88,D,"('M', 'D')",1668,25.019992006393608,0.25,0.039968038348871575,0.4806629834254144,0.26096623684127224,887,615
1323,1323,2924,5,Huskies,Huskies_D4,Huskies_M1,1H,1698.5291940000006,Simple pass,56,6,53.0,41.0,D,4,17,"(17, 4)",62,M,"('D', 'M')",1520,35.128336140500586,0.75,0.0284670471154786,0.3370165745856354,0.3889217938987647,569,1017
1324,1324,2925,5,Huskies,Huskies_M1,Huskies_F2,1H,1703.328318,Simple pass,53,41,61.0,64.0,M,17,11,"(11, 17)",182,F,"('M', 'F')",849,24.35159132377184,0.25,0.04106507811765909,1.0,0.44556275513321686,1255,927
1325,1325,2926,5,Huskies,Huskies_F2,Huskies_D5,1H,1706.157657,Simple pass,61,64,87.0,89.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,36.069377593742864,0.5,0.027724348650071385,0.4585635359116022,0.3380788675174041,859,581
1326,1326,2927,5,Huskies,Huskies_D5,Huskies_M4,1H,1708.0596679999999,Cross,87,89,88.0,57.0,D,5,24,"(24, 5)",29,M,"('D', 'M')",1520,32.01562118716424,0.75,0.031234752377721213,0.15469613259668508,0.3232104362837578,625,521
1327,1327,2928,5,Huskies,Huskies_F2,Huskies_D4,1H,1760.391675,Simple pass,62,28,71.0,6.0,F,11,4,"(4, 11)",64,D,"('F', 'D')",655,23.769728648009423,0.5,0.042070316191167134,0.34806629834254144,0.29964145334086,859,615
1328,1328,2929,5,Huskies,Huskies_D4,Huskies_F2,1H,1762.791312,Simple pass,71,6,65.0,20.0,D,4,11,"(11, 4)",66,F,"('D', 'F')",999,15.231546211727816,0.5,0.06565321642986127,0.35911602209944754,0.3065307847741414,569,927
1329,1329,2930,5,Huskies,Huskies_F2,Huskies_M1,1H,1765.1547620000001,Simple pass,65,20,67.0,45.0,F,11,17,"(17, 11)",117,M,"('F', 'M')",699,25.079872407968914,0.75,0.039872611141445,0.6408839779005525,0.4924720117516282,859,1017
1330,1330,2931,5,Huskies,Huskies_M1,Huskies_M3,1H,1767.4433960000001,Simple pass,67,45,55.0,44.0,M,17,23,"(23, 17)",143,M,"('M', 'M')",1301,12.041594578792296,1.0,0.08304547985373997,0.7845303867403315,0.6227754432640488,1255,717
1331,1331,2932,5,Huskies,Huskies_M3,Huskies_M1,1H,1771.3883329999999,Simple pass,55,44,54.0,32.0,M,23,17,"(17, 23)",168,M,"('M', 'M')",1301,12.041594578792296,1.0,0.08304547985373997,0.9226519337016574,0.6635668458030811,887,1017
1332,1332,2933,5,Huskies,Huskies_M1,Huskies_M6,1H,1772.599254,Simple pass,54,32,62.0,28.0,M,17,26,"(26, 17)",77,M,"('M', 'M')",1301,8.94427190999916,1.0,0.11180339887498948,0.4198895027624309,0.5000839428745133,1255,537
1333,1333,2934,5,Huskies,Huskies_M6,Huskies_M1,1H,1774.973039,Simple pass,62,28,56.0,29.0,M,26,17,"(17, 26)",54,M,"('M', 'M')",1301,6.0827625302982185,1.0,0.1643989873053573,0.29281767955801097,0.45850252463041724,508,1017
1334,1334,2935,5,Huskies,Huskies_M1,Huskies_D3,1H,1777.246463,Simple pass,56,29,52.0,7.0,M,17,3,"(3, 17)",60,D,"('M', 'D')",1668,22.36067977499789,0.25,0.044721359549995794,0.3259668508287293,0.21794779593852845,1255,582
1335,1335,2936,5,Huskies,Huskies_D3,Huskies_D1,1H,1797.9569379999994,Simple pass,31,5,28.0,66.0,D,3,0,"(0, 3)",98,D,"('D', 'D')",1478,61.07372593840988,1.0,0.016373653066597826,0.5359116022099447,0.5226345059536361,727,678
1336,1336,2937,5,Huskies,Huskies_D1,Huskies_D5,1H,1802.199625,Simple pass,28,66,31.0,89.0,D,0,5,"(5, 0)",57,D,"('D', 'D')",1478,23.19482700948641,1.0,0.04311306135592269,0.3093922651933701,0.4522951700096882,851,581
1337,1337,2938,5,Huskies,Huskies_D5,Huskies_M3,1H,1804.0041219999998,Simple pass,31,89,29.0,65.0,D,5,23,"(23, 5)",69,M,"('D', 'M')",1520,24.08318915758459,0.75,0.04152273992686999,0.3756906077348066,0.3942251139897447,625,717
1338,1338,2939,5,Huskies,Huskies_M3,Huskies_D1,1H,1805.2492079999997,Simple pass,29,65,21.0,72.0,M,23,0,"(0, 23)",74,D,"('M', 'D')",1668,10.63014581273465,0.25,0.09407208683835973,0.4033149171270719,0.23693348531584818,887,678
1339,1339,2940,5,Huskies,Huskies_D1,Huskies_F2,1H,1807.881588,High pass,21,72,55.0,57.0,D,0,11,"(11, 0)",49,F,"('D', 'F')",999,37.1618083521241,0.5,0.026909347105086242,0.26519337016574585,0.27734955359193797,851,927
1340,1340,2944,5,Huskies,Huskies_M3,Huskies_M6,1H,1821.023905,Simple pass,29,68,38.0,35.0,M,23,26,"(26, 23)",44,M,"('M', 'M')",1301,34.205262752974136,1.0,0.029235267310234306,0.2375690607734807,0.44004725870046557,887,537
1341,1341,2945,5,Huskies,Huskies_M6,Huskies_D4,1H,1823.780762,Simple pass,38,35,39.0,11.0,M,26,4,"(4, 26)",50,D,"('M', 'D')",1668,24.020824298928627,0.25,0.04163054471218133,0.2707182320441989,0.1963586363055155,508,615
1342,1342,2946,5,Huskies,Huskies_D4,Huskies_F2,1H,1827.196556,Simple pass,39,11,56.0,34.0,D,4,11,"(11, 4)",66,F,"('D', 'F')",999,28.600699292150182,0.5,0.03496418006375328,0.35911602209944754,0.3065307847741414,569,927
1343,1343,2947,5,Huskies,Huskies_F2,Huskies_M3,1H,1829.8200100000001,Simple pass,56,34,56.0,62.0,F,11,23,"(23, 11)",58,M,"('F', 'M')",699,28.0,0.75,0.03571428571428571,0.3149171270718232,0.3818150480912916,859,717
1344,1344,2948,5,Huskies,Huskies_M3,Huskies_D5,1H,1831.921037,Simple pass,56,62,87.0,91.0,M,23,5,"(5, 23)",67,D,"('M', 'D')",1668,42.44997055358225,0.25,0.023557142371577282,0.36464088397790057,0.23083114954840142,887,581
1345,1345,2949,5,Huskies,Huskies_M6,Huskies_D5,1H,1843.826276,Smart pass,76,72,93.0,73.0,M,26,5,"(5, 26)",71,D,"('M', 'D')",1668,17.029386365926403,0.25,0.05872202195147035,0.3867403314917127,0.23447556861848023,508,581
1346,1346,2962,5,Huskies,Huskies_D3,Huskies_G1,1H,2000.603946,Simple pass,26,34,11.0,56.0,D,3,16,"(16, 3)",120,G,"('D', 'G')",443,26.627053911388696,0.5,0.03755578830943399,0.6574585635359116,0.3989407062980976,727,496
1347,1347,2963,5,Huskies,Huskies_G1,Huskies_D3,1H,2051.327686,Hand pass,12,53,22.0,29.0,G,16,3,"(3, 16)",49,D,"('G', 'D')",257,26.0,0.5,0.038461538461538464,0.26519337016574585,0.2675943729389667,473,582
1348,1348,2964,5,Huskies,Huskies_D3,Huskies_M3,1H,2055.848903,Simple pass,22,29,25.0,27.0,D,3,23,"(23, 3)",54,M,"('D', 'M')",1520,3.6055512754639887,0.75,0.2773500981126146,0.29281767955801097,0.3746212929952345,727,717
1349,1349,2965,5,Huskies,Huskies_M3,Huskies_D4,1H,2057.7085859999997,Simple pass,32,25,33.0,3.0,M,23,4,"(4, 23)",88,D,"('M', 'D')",1668,22.02271554554524,0.25,0.04540766091864999,0.4806629834254144,0.26096623684127224,887,615
1350,1350,2966,5,Huskies,Huskies_D4,Huskies_M1,1H,2060.411713,Simple pass,33,3,30.0,28.0,D,4,17,"(17, 4)",62,M,"('D', 'M')",1520,25.179356624028344,0.75,0.03971507353947688,0.3370165745856354,0.3889217938987647,569,1017
1351,1351,2967,5,Huskies,Huskies_M1,Huskies_D3,1H,2062.366151,Simple pass,30,28,21.0,30.0,M,17,3,"(3, 17)",60,D,"('M', 'D')",1668,9.219544457292887,0.25,0.10846522890932808,0.3259668508287293,0.21794779593852845,1255,582
1352,1352,2968,5,Huskies,Huskies_D3,Huskies_D2,1H,2065.2670789999997,Simple pass,21,30,20.0,64.0,D,3,2,"(2, 3)",35,D,"('D', 'D')",1478,34.0147027033899,1.0,0.029399051601892736,0.1878453038674033,0.40900300766315617,727,467
1353,1353,2972,5,Huskies,Huskies_G1,Huskies_F2,1H,2089.570696,Launch,16,89,63.0,55.0,G,16,11,"(11, 16)",22,F,"('G', 'F')",133,58.00862004909271,0.125,0.017238817250844786,0.1160220994475138,0.08906662929292102,473,927
1354,1354,2973,5,Huskies,Huskies_M1,Huskies_F2,1H,2097.5331969999997,Simple pass,58,75,59.0,71.0,M,17,11,"(11, 17)",182,F,"('M', 'F')",849,4.123105625617661,0.25,0.24253562503633294,1.0,0.44556275513321686,1255,927
1355,1355,2974,5,Huskies,Huskies_F2,Huskies_M1,1H,2099.312442000001,Simple pass,59,71,55.0,70.0,F,11,17,"(17, 11)",117,M,"('F', 'M')",699,4.123105625617661,0.75,0.24253562503633294,0.6408839779005525,0.4924720117516282,859,1017
1356,1356,2975,5,Huskies,Huskies_M1,Huskies_M6,1H,2101.53744,Simple pass,55,70,61.0,52.0,M,17,26,"(26, 17)",77,M,"('M', 'M')",1301,18.973665961010283,1.0,0.05270462766947299,0.4198895027624309,0.5000839428745133,1255,537
1357,1357,2976,5,Huskies,Huskies_M6,Huskies_M3,1H,2102.498626,Simple pass,61,52,53.0,52.0,M,26,23,"(23, 26)",28,M,"('M', 'M')",1301,8.0,1.0,0.125,0.14917127071823205,0.4101011526747582,508,717
1358,1358,2977,5,Huskies,Huskies_M3,Huskies_M6,1H,2108.5445210000007,Simple pass,58,31,69.0,27.0,M,23,26,"(26, 23)",44,M,"('M', 'M')",1301,11.704699910719626,1.0,0.0854357657716761,0.2375690607734807,0.44004725870046557,887,537
1359,1359,2978,5,Huskies,Huskies_M6,Huskies_D4,1H,2109.830074,Simple pass,69,27,71.0,5.0,M,26,4,"(4, 26)",50,D,"('M', 'D')",1668,22.09072203437452,0.25,0.04526787302125927,0.2707182320441989,0.1963586363055155,508,615
1360,1360,2979,5,Huskies,Huskies_D4,Huskies_M3,1H,2113.457227,Simple pass,71,5,58.0,26.0,D,4,23,"(23, 4)",63,M,"('D', 'M')",1520,24.698178070456933,0.75,0.0404888165089458,0.3425414364640884,0.38599674411561935,569,717
1361,1361,2980,5,Huskies,Huskies_M3,Huskies_M1,1H,2115.9838489999997,Simple pass,58,26,55.0,33.0,M,23,17,"(17, 23)",168,M,"('M', 'M')",1301,7.6157731058639095,1.0,0.13130643285972254,0.9226519337016574,0.6635668458030811,887,1017
1362,1362,2981,5,Huskies,Huskies_M1,Huskies_F2,1H,2118.194063,Simple pass,55,33,60.0,62.0,M,17,11,"(11, 17)",182,F,"('M', 'F')",849,29.427877939124322,0.25,0.033981383301529236,1.0,0.44556275513321686,1255,927
1363,1363,2986,5,Huskies,Huskies_D2,Huskies_M1,1H,2130.60567,Head pass,20,58,22.0,57.0,D,2,17,"(17, 2)",46,M,"('D', 'M')",1520,2.23606797749979,0.75,0.4472135954999579,0.24861878453038674,0.3631429840214856,580,1017
1364,1364,2987,5,Huskies,Huskies_M1,Huskies_M4,1H,2133.5392039999997,Simple pass,23,67,30.0,69.0,M,17,24,"(24, 17)",72,M,"('M', 'M')",1301,7.280109889280517,1.0,0.13736056394868906,0.39226519337016574,0.48507838046973134,1255,521
1365,1365,2988,5,Huskies,Huskies_M4,Huskies_F2,1H,2136.3392129999997,Simple pass,30,69,37.0,52.0,M,24,11,"(11, 24)",50,F,"('M', 'F')",849,18.384776310850235,0.25,0.05439282932204212,0.2707182320441989,0.20226257678201143,497,927
1366,1366,2989,5,Huskies,Huskies_F2,Huskies_M6,1H,2139.589482,Simple pass,37,52,41.0,26.0,F,11,26,"(26, 11)",58,M,"('F', 'M')",699,26.305892875931807,0.75,0.03801429606348528,0.3149171270718232,0.37780206172985764,859,537
1367,1367,2990,5,Huskies,Huskies_M6,Huskies_D4,1H,2142.01,Simple pass,41,26,57.0,4.0,M,26,4,"(4, 26)",50,D,"('M', 'D')",1668,27.202941017470888,0.25,0.03676073110469039,0.2707182320441989,0.1963586363055155,508,615
1368,1368,2991,5,Huskies,Huskies_D4,Huskies_M6,1H,2146.189399,Simple pass,67,13,76.0,8.0,D,4,26,"(26, 4)",30,M,"('D', 'M')",1520,10.295630140987,0.75,0.0971285862357264,0.16022099447513813,0.3265504779305107,569,537
1369,1369,2992,5,Huskies,Huskies_M6,Huskies_M3,1H,2152.678422,Simple pass,76,8,62.0,27.0,M,26,23,"(23, 26)",28,M,"('M', 'M')",1301,23.60084744241189,1.0,0.042371359860703575,0.14917127071823205,0.4101011526747582,508,717
1370,1370,2993,5,Huskies,Huskies_M3,Huskies_M1,1H,2156.860699,Simple pass,62,27,62.0,35.0,M,23,17,"(17, 23)",168,M,"('M', 'M')",1301,8.0,1.0,0.125,0.9226519337016574,0.6635668458030811,887,1017
1371,1371,2994,5,Huskies,Huskies_M1,Huskies_F2,1H,2158.739421,Simple pass,62,35,73.0,40.0,M,17,11,"(11, 17)",182,F,"('M', 'F')",849,12.083045973594572,0.25,0.0827605888602368,1.0,0.44556275513321686,1255,927
1372,1372,2995,5,Huskies,Huskies_F2,Huskies_D2,1H,2159.85084,Simple pass,73,40,55.0,66.0,F,11,2,"(2, 11)",33,D,"('F', 'D')",655,31.622776601683796,0.5,0.031622776601683784,0.17679558011049726,0.2441334408793108,859,467
1373,1373,2996,5,Huskies,Huskies_D2,Huskies_D1,1H,2161.135882,Simple pass,55,66,52.0,81.0,D,2,0,"(0, 2)",62,D,"('D', 'D')",1478,15.297058540778355,1.0,0.06537204504606134,0.3370165745856354,0.45812201470185776,580,678
1374,1374,2997,5,Huskies,Huskies_D1,Huskies_D5,1H,2165.1470329999997,Simple pass,52,81,69.0,88.0,D,0,5,"(5, 0)",57,D,"('D', 'D')",1478,18.384776310850235,1.0,0.05439282932204212,0.3093922651933701,0.4522951700096882,851,581
1375,1375,2998,5,Huskies,Huskies_D5,Huskies_F2,1H,2166.767894,Simple pass,69,88,58.0,66.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,24.59674775249769,0.5,0.040655781409087086,0.5303867403314917,0.36489541375579404,625,927
1376,1376,2999,5,Huskies,Huskies_F2,Huskies_M1,1H,2169.102374,Simple pass,58,66,48.0,26.0,F,11,17,"(17, 11)",117,M,"('F', 'M')",699,41.23105625617661,0.75,0.024253562503633298,0.6408839779005525,0.4924720117516282,859,1017
1377,1377,3000,5,Huskies,Huskies_M1,Huskies_D3,1H,2172.344512,Simple pass,48,26,46.0,49.0,M,17,3,"(3, 17)",60,D,"('M', 'D')",1668,23.08679276123039,0.25,0.043314808182421,0.3259668508287293,0.21794779593852845,1255,582
1378,1378,3001,5,Huskies,Huskies_D3,Huskies_D2,1H,2174.934521,Simple pass,46,49,35.0,66.0,D,3,2,"(2, 3)",35,D,"('D', 'D')",1478,20.248456731316587,1.0,0.04938647983247948,0.1878453038674033,0.40900300766315617,727,467
1379,1379,3002,5,Huskies,Huskies_D2,Huskies_D3,1H,2176.5229050000007,Simple pass,35,66,32.0,34.0,D,2,3,"(3, 2)",49,D,"('D', 'D')",1478,32.14031735997639,1.0,0.031113569564352763,0.26519337016574585,0.43398821703240853,580,582
1380,1380,3003,5,Huskies,Huskies_D3,Huskies_M3,1H,2178.910981,Simple pass,32,34,36.0,31.0,D,3,23,"(23, 3)",54,M,"('D', 'M')",1520,5.0,0.75,0.2,0.29281767955801097,0.3746212929952345,727,717
1381,1381,3004,5,Huskies,Huskies_D2,Huskies_D1,1H,2189.279219,Simple pass,42,64,37.0,82.0,D,2,0,"(0, 2)",62,D,"('D', 'D')",1478,18.681541692269406,1.0,0.05352877275721892,0.3370165745856354,0.45812201470185776,580,678
1382,1382,3005,5,Huskies,Huskies_D1,Huskies_D2,1H,2193.8030989999997,Simple pass,37,82,31.0,64.0,D,0,2,"(2, 0)",59,D,"('D', 'D')",1478,18.973665961010283,1.0,0.05270462766947299,0.32044198895027626,0.4578013677983789,851,467
1383,1383,3009,5,Huskies,Huskies_D2,Huskies_M3,1H,2221.093902,Simple pass,26,59,28.0,39.0,D,2,23,"(23, 2)",44,M,"('D', 'M')",1520,20.09975124224178,0.75,0.049751859510499465,0.2375690607734807,0.34960067272733436,580,717
1384,1384,3010,5,Huskies,Huskies_M3,Huskies_M6,1H,2224.864209,Simple pass,28,39,31.0,33.0,M,23,26,"(26, 23)",44,M,"('M', 'M')",1301,6.708203932499369,1.0,0.149071198499986,0.2375690607734807,0.44004725870046557,887,537
1385,1385,3011,5,Huskies,Huskies_M6,Huskies_F2,1H,2227.100446,Simple pass,31,33,52.0,27.0,M,26,11,"(11, 26)",52,F,"('M', 'F')",849,21.840329667841555,0.25,0.04578685464956301,0.281767955801105,0.2026473381490271,508,927
1386,1386,3012,5,Huskies,Huskies_F2,Huskies_M6,1H,2227.843016,Simple pass,52,27,37.0,24.0,F,11,26,"(26, 11)",58,M,"('F', 'M')",699,15.297058540778355,0.75,0.06537204504606134,0.3149171270718232,0.37780206172985764,859,537
1387,1387,3013,5,Huskies,Huskies_M6,Huskies_D4,1H,2231.651637,Simple pass,54,19,56.0,4.0,M,26,4,"(4, 26)",50,D,"('M', 'D')",1668,15.132745950421555,0.25,0.06608186004550898,0.2707182320441989,0.1963586363055155,508,615
1388,1388,3014,5,Huskies,Huskies_D4,Huskies_F2,1H,2232.9821469999997,Simple pass,56,4,64.0,5.0,D,4,11,"(11, 4)",66,F,"('D', 'F')",999,8.06225774829855,0.5,0.12403473458920848,0.35911602209944754,0.3065307847741414,569,927
1389,1389,3015,5,Huskies,Huskies_F2,Huskies_D4,1H,2235.0347699999998,Simple pass,64,5,66.0,24.0,F,11,4,"(4, 11)",64,D,"('F', 'D')",655,19.104973174542803,0.5,0.052342392259021375,0.34806629834254144,0.29964145334086,859,615
1390,1390,3016,5,Huskies,Huskies_D4,Huskies_M6,1H,2236.834401,Simple pass,66,24,67.0,48.0,D,4,26,"(26, 4)",30,M,"('D', 'M')",1520,24.020824298928627,0.75,0.04163054471218133,0.16022099447513813,0.3265504779305107,569,537
1391,1391,3017,5,Huskies,Huskies_M6,Huskies_D1,1H,2238.227498,Simple pass,67,48,54.0,74.0,M,26,0,"(0, 26)",16,D,"('M', 'D')",1668,29.068883707497267,0.25,0.034401045807689073,0.08287292817679558,0.13174652215130747,508,678
1392,1392,3018,5,Huskies,Huskies_D1,Huskies_M1,1H,2242.4228980000007,Simple pass,54,74,59.0,66.0,D,0,17,"(17, 0)",92,M,"('D', 'M')",1520,9.433981132056603,0.75,0.105999788000636,0.5027624309392266,0.44089306920203775,851,1017
1393,1393,3019,5,Huskies,Huskies_M1,Huskies_D2,1H,2244.2832399999998,Simple pass,59,66,42.0,50.0,M,17,2,"(2, 17)",63,D,"('M', 'D')",1668,23.3452350598575,0.25,0.042835293687811936,0.3425414364640884,0.21555656720076968,1255,467
1394,1394,3020,5,Huskies,Huskies_D2,Huskies_D3,1H,2246.7385010000007,Simple pass,42,50,52.0,29.0,D,2,3,"(3, 2)",49,D,"('D', 'D')",1478,23.259406699226016,1.0,0.042993358039234784,0.26519337016574585,0.43398821703240853,580,582
1395,1395,3021,5,Huskies,Huskies_D3,Huskies_M3,1H,2250.411436,Simple pass,52,29,53.0,36.0,D,3,23,"(23, 3)",54,M,"('D', 'M')",1520,7.071067811865476,0.75,0.1414213562373095,0.29281767955801097,0.3746212929952345,727,717
1396,1396,3025,5,Huskies,Huskies_D2,Huskies_G1,1H,2326.429621,Head pass,4,44,100.0,100.0,D,2,16,"(16, 2)",62,G,"('D', 'G')",443,111.13955191559843,0.5,0.008997696884358681,0.3370165745856354,0.29224914616621034,580,496
1397,1397,3028,5,Huskies,Huskies_F2,Huskies_G1,1H,2357.088847,Simple pass,21,62,8.0,51.0,F,11,16,"(16, 11)",6,G,"('F', 'G')",6,17.029386365926403,0.25,0.05872202195147035,0.027624309392265192,0.10536041330954467,859,496
1398,1398,3029,5,Huskies,Huskies_G1,Huskies_D3,1H,2361.1054489999997,Simple pass,8,51,31.0,26.0,G,16,3,"(3, 16)",49,D,"('G', 'D')",257,33.97057550292606,0.5,0.02943724047047318,0.26519337016574585,0.2675943729389667,473,582
1399,1399,3030,5,Huskies,Huskies_D3,Huskies_M1,1H,2366.2996940000007,Simple pass,31,26,28.0,30.0,D,3,17,"(17, 3)",47,M,"('D', 'M')",1520,5.0,0.75,0.2,0.2541436464088398,0.35658206069012455,727,1017
1400,1400,3031,5,Huskies,Huskies_M1,Huskies_D3,1H,2369.440852,Simple pass,38,27,29.0,27.0,M,17,3,"(3, 17)",60,D,"('M', 'D')",1668,9.0,0.25,0.1111111111111111,0.3259668508287293,0.21794779593852845,1255,582
